x,y,star_id
2239, 140,'del CMa'
1885, 825,'alp CMa'
1570, 749,'bet CMa'
1570, 749,'alp CMa'
588, 1307,'bet Ori'
1075, 1243,'kap Ori'
488, 1489,'bet Eri'
743, 1654,'eta Ori'
951, 1651,'sig Ori'
854, 1775,'del Ori'
914, 1726,'eps Ori'
980, 1685,'zet Ori'
937, 3008,'zet Tau'
1753, 2710,'gam Ori'
2529, 3795,'alp Gem'
2695, 3546,'bet Gem'
2648, 2110,'alp CMi'
2458, 2281,'bet CMi'
