x,y,star_id
1195, 2864,'alp Leo'
1502, 3263,'gam01 Leo'
2230, 3058,'del Leo'
2594, 2571,'bet Leo'
227, 1921,'alp Hya'
1387, 664,'bet Crt'
1230, 1161,'nu Hya'
1322, 993,'alp Crt'
1647, 1103,'del Crt'
1666, 910,'gam Crt'
2175, 333,'eps Crv'
2514, 87,'bet Crv'
2365, 615,'gam Crv'
2595, 579,'del Crv'
2639, 584,'eta Crv'
