x,y,star_id
1544, 134,'eps CMa'
1894, 196,'eta CMa'
1640, 356,'del CMa'
1531, 508,'omi02 CMa'
2177, 573,'xi Pup'
2424, 646,'rho Pup'
892, 719,'bet CMa'
1192, 886,'alp CMa'
260, 1074,'kap Ori'
48, 1514,'zet Ori'
173, 2115,'alp Ori'
2135, 2603,'bet Cnc'
2609, 2557,'eps Hya'
2747, 2567,'zet Hya'
1469, 3637,'bet Gem'
1268, 3877,'alp Gem'
