x,y,star_id
2728, 472,'del CMa'
2866, 415,'eps CMa'
2958, 301,'zet CMa'
1565, 1026,'del Mon'
2060, 1012,'alp CMi'
2045, 1250,'bet CMi'
1855, 2025,'gam Gem'
1882, 2510,'mu Gem'
1961, 2424,'eta Gem'
2258, 2332,'eps Gem'
2962, 1938,'bet Gem'
3011, 2205,'alp Gem'
212, 1435,'kap Ori'
228, 1741,'iot Ori'
252, 2024,'eta Ori'
432, 1852,'sig Ori'
452, 2026,'del Ori'
464, 1940,'eps Ori'
487, 1857,'zet Ori'
669, 2392,'gam Ori'
1062, 2094,'alp Ori'
249, 679,'bet CMa'
585, 525,'alp CMa'
