x,y,star_id
2948, 92,'gam Cru'
2555, 91,'rho Cru'
2437, 114,'del Cen'
2463, 516,'gam Cen'
996, 916,'alp Crv'
898, 994,'eps Crv'
685, 1213,'gam Crv'
742, 1411,'del Crv'
1111, 1265,'bet Crv'
744, 1450,'eta Crv'
1420, 1752,'gam Hya'
1929, 2090,'pi Hya'
936, 2205,'alp Vir'
65, 2036,'gam Vir'
2792, 1217,'zet Cen'
2902, 1448,'iot Lup'
2041, 1325,'iot Cen'
2844, 1738,'eta Cen'
2350, 1738,'tet Cen'
2530, 1799,'psi Cen'
1896, 2933,'9 Lib'
2963, 3390,'del Sco'
