x,y,star_id
1555, 53,'nu Hya'
149, 228,'alp Hya'
1969, 228,'del Crt'
2071, 51,'gam Crt'
2804, 158,'gam Crv'
3002, 246,'del Crv'
3032, 269,'eta Crv'
3850, 655,'alp Vir'
3007, 1184,'gam Vir'
3164, 1495,'del Vir'
2117, 1938,'bet Leo'
1607, 2209,'del Leo'
861, 2114,'gam01 Leo'
736, 1635,'alp Leo'
