x,y,star_id
1210, 445,'alp Mon'
1045, 1296,'bet CMi'
834, 1445,'alp CMi'
912, 2659,'bet Gem'
1212, 445,'alp Mon'
1788, 915,'30 Mon'
1541, 1601,'bet Cnc'
1856, 1465,'del Hya'
1969, 1525,'eps Hya'
2088, 1522,'zet Hya'
2380, 1378,'tet Hya'
2693, 797,'alp Hya'
2777, 1254,'iot Hya'
3032, 2081,'alp Leo'
3098, 2601,'41 Leo'
