x,y,star_id
1629, 999,'xi Hya'
537, 976,'nu Hya'
730, 1044,'alp Crt'
718, 1392,'del Crt'
2832, 612,'del Cen'
2940, 960,'gam Cen'
2652, 1803,'iot Cen'
1556, 1611,'alp Crv'
1477, 1694,'eps Crv'
1307, 1921,'gam Crv'
1379, 2096,'del Crv'
1698, 1903,'bet Crv'
2067, 2326,'gam Hya'
586, 2567,'eta Vir'
823, 2774,'gam Vir'
1647, 2857,'alp Vir'
