x,y,star_id
132, 1144,'alp02 Cap'
305, 1127,'bet Cap'
1216, 1721,'zet Cap'
1023, 2063,'gam Cap'
1052, 2160,'del Cap'
2178, 558,'alp Ind'
2664, 224,'alp Pav'
2847, 404,'bet Ind'
3298, 102,'bet Pav'
3356, 381,'gam Pav'
3289, 874,'alp Tuc'
2599, 1318,'alp Gru'
2090, 1521,'gam Gru'
2823, 1564,'bet Gru'
3054, 1427,'eps Gru'
3202, 1439,'zet Gru'
3550, 1274,'gam Tuc'
2248, 2373,'alp PsA'
