x,y,star_id
2072, 765,'19 Crt'
83, 1714,'alp Hya'
779, 1667,'lam Hya'
1047, 1475,'mu Hya'
1350, 1581,'nu Hya'
1502, 1495,'alp Crt'
1718, 1735,'del Crt'
1820, 1589,'gam Crt'
2468, 1251,'alp Crv'
2511, 1683,'gam Crv'
2473, 1378,'eps Crv'
2708, 1761,'del Crv'
2829, 1352,'bet Crv'
1993, 2712,'bet Vir'
2784, 2670,'gam Vir'
2441, 2656,'eta Vir'
1848, 3489,'bet Leo'
417, 3065,'alp Leo'
472, 3626,'41 Leo'
1271, 3789,'del Leo'
