3660,2.53E-16
3662,3.36E-16
3664,3.17E-16
3666,2.76E-16
3668,4.01E-16
3670,3.27E-16
3672,1.88E-16
3674,2.74E-16
3676,3.26E-16
3678,2.01E-16
3680,1.97E-16
3682,2.24E-16
3684,1.30E-16
3686,1.30E-16
3688,1.99E-16
3690,1.23E-16
3692,1.42E-16
3694,2.20E-16
3696,2.46E-16
3698,2.09E-16
3700,1.60E-16
3702,2.49E-16
3704,2.92E-16
3706,1.67E-16
3708,1.10E-16
3710,2.67E-16
3712,3.02E-16
3714,2.80E-16
3716,3.02E-16
3718,3.40E-16
3720,3.32E-16
3722,2.98E-16
3724,2.47E-16
3726,2.46E-16
3728,2.47E-16
3730,2.57E-16
3732,2.44E-16
3734,3.16E-16
3736,2.91E-16
3738,1.63E-16
3740,2.00E-16
3742,2.01E-16
3744,2.34E-16
3746,2.62E-16
3748,3.02E-16
3750,3.30E-16
3752,3.12E-16
3754,3.11E-16
3756,3.13E-16
3758,3.33E-16
3760,3.32E-16
3762,3.92E-16
3764,3.83E-16
3766,4.17E-16
3768,4.58E-16
3770,4.81E-16
3772,4.84E-16
3774,5.13E-16
3776,5.28E-16
3778,4.86E-16
3780,4.32E-16
3782,5.70E-16
3784,5.59E-16
3786,5.33E-16
3788,5.49E-16
3790,6.46E-16
3792,5.51E-16
3794,5.56E-16
3796,5.72E-16
3798,6.36E-16
3800,7.37E-16
3802,8.24E-16
3804,8.38E-16
3806,7.36E-16
3808,7.45E-16
3810,7.71E-16
3812,7.17E-16
3814,7.92E-16
3816,7.36E-16
3818,7.44E-16
3820,8.02E-16
3822,8.22E-16
3824,8.54E-16
3826,8.67E-16
3828,8.03E-16
3830,8.32E-16
3832,8.95E-16
3834,8.92E-16
3836,9.42E-16
3838,9.32E-16
3840,9.90E-16
3842,9.31E-16
3844,9.99E-16
3846,1.03E-15
3848,1.00E-15
3850,1.05E-15
3852,1.02E-15
3854,9.97E-16
3856,1.05E-15
3858,1.06E-15
3860,1.11E-15
3862,1.11E-15
3864,1.16E-15
3866,1.20E-15
3868,1.22E-15
3870,1.22E-15
3872,1.20E-15
3874,1.19E-15
3876,1.14E-15
3878,1.24E-15
3880,1.18E-15
3882,1.16E-15
3884,1.15E-15
3886,1.15E-15
3888,1.11E-15
3890,1.16E-15
3892,1.10E-15
3894,1.11E-15
3896,1.11E-15
3898,1.12E-15
3900,1.11E-15
3902,1.04E-15
3904,1.02E-15
3906,1.09E-15
3908,1.05E-15
3910,9.76E-16
3912,9.33E-16
3914,1.01E-15
3916,1.02E-15
3918,9.83E-16
3920,9.91E-16
3922,9.94E-16
3924,9.70E-16
3926,9.89E-16
3928,9.41E-16
3930,9.32E-16
3932,9.41E-16
3934,9.00E-16
3936,8.86E-16
3938,9.04E-16
3940,9.02E-16
3942,8.95E-16
3944,9.26E-16
3946,9.38E-16
3948,9.27E-16
3950,9.06E-16
3952,8.56E-16
3954,8.90E-16
3956,9.29E-16
3958,9.16E-16
3960,9.32E-16
3962,9.10E-16
3964,8.89E-16
3966,8.97E-16
3968,8.17E-16
3970,8.20E-16
3972,9.20E-16
3974,9.50E-16
3976,9.19E-16
3978,8.97E-16
3980,9.28E-16
3982,8.90E-16
3984,8.49E-16
3986,9.12E-16
3988,9.63E-16
3990,9.32E-16
3992,8.74E-16
3994,8.83E-16
3996,9.49E-16
3998,9.59E-16
4000,9.07E-16
4002,8.76E-16
4004,8.86E-16
4006,8.79E-16
4008,8.82E-16
4010,8.78E-16
4012,8.91E-16
4014,9.19E-16
4016,9.04E-16
4018,9.27E-16
4020,9.02E-16
4022,8.42E-16
4024,8.56E-16
4026,8.80E-16
4028,8.51E-16
4030,8.25E-16
4032,8.31E-16
4034,8.49E-16
4036,8.92E-16
4038,9.16E-16
4040,9.01E-16
4042,8.94E-16
4044,8.59E-16
4046,8.48E-16
4048,8.77E-16
4050,8.70E-16
4052,8.76E-16
4054,9.14E-16
4056,9.15E-16
4058,8.76E-16
4060,8.76E-16
4062,8.95E-16
4064,8.98E-16
4066,9.22E-16
4068,9.44E-16
4070,9.30E-16
4072,9.19E-16
4074,9.20E-16
4076,9.61E-16
4078,9.83E-16
4080,9.39E-16
4082,9.36E-16
4084,9.25E-16
4086,9.16E-16
4088,9.38E-16
4090,9.05E-16
4092,8.91E-16
4094,9.26E-16
4096,9.00E-16
4098,8.59E-16
4100,8.81E-16
4102,9.31E-16
4104,9.30E-16
4106,8.96E-16
4108,8.99E-16
4110,8.78E-16
4112,8.91E-16
4114,9.21E-16
4116,8.84E-16
4118,8.50E-16
4120,9.23E-16
4122,9.33E-16
4124,9.32E-16
4126,9.33E-16
4128,8.89E-16
4130,9.20E-16
4132,9.36E-16
4134,9.21E-16
4136,8.94E-16
4138,9.32E-16
4140,9.28E-16
4142,9.39E-16
4144,9.12E-16
4146,8.92E-16
4148,8.88E-16
4150,8.89E-16
4152,8.79E-16
4154,9.21E-16
4156,9.41E-16
4158,9.33E-16
4160,9.05E-16
4162,9.19E-16
4164,9.01E-16
4166,8.58E-16
4168,8.73E-16
4170,8.83E-16
4172,8.84E-16
4174,8.73E-16
4176,8.77E-16
4178,8.54E-16
4180,8.32E-16
4182,8.31E-16
4184,8.38E-16
4186,8.18E-16
4188,8.77E-16
4190,8.76E-16
4192,8.27E-16
4194,8.28E-16
4196,8.21E-16
4198,7.89E-16
4200,7.85E-16
4202,7.89E-16
4204,7.78E-16
4206,7.54E-16
4208,7.67E-16
4210,7.56E-16
4212,7.94E-16
4214,7.90E-16
4216,7.26E-16
4218,7.51E-16
4220,7.44E-16
4222,7.17E-16
4224,6.82E-16
4226,6.94E-16
4228,7.04E-16
4230,7.14E-16
4232,6.83E-16
4234,7.05E-16
4236,6.89E-16
4238,6.98E-16
4240,6.54E-16
4242,6.35E-16
4244,6.62E-16
4246,6.41E-16
4248,6.35E-16
4250,6.48E-16
4252,6.08E-16
4254,5.96E-16
4256,5.73E-16
4258,6.10E-16
4260,5.86E-16
4262,5.97E-16
4264,6.06E-16
4266,5.64E-16
4268,5.84E-16
4270,5.87E-16
4272,6.24E-16
4274,5.93E-16
4276,6.14E-16
4278,5.86E-16
4280,5.84E-16
4282,6.01E-16
4284,5.67E-16
4286,5.65E-16
4288,5.98E-16
4290,5.86E-16
4292,5.67E-16
4294,5.99E-16
4296,5.97E-16
4298,6.23E-16
4300,6.39E-16
4302,6.28E-16
4304,5.96E-16
4306,5.93E-16
4308,6.28E-16
4310,6.31E-16
4312,6.19E-16
4314,6.53E-16
4316,6.62E-16
4318,6.44E-16
4320,6.57E-16
4322,6.39E-16
4324,6.43E-16
4326,6.90E-16
4328,6.52E-16
4330,6.27E-16
4332,6.74E-16
4334,7.41E-16
4336,7.32E-16
4338,7.09E-16
4340,6.94E-16
4342,7.18E-16
4344,7.14E-16
4346,7.51E-16
4348,7.50E-16
4350,7.20E-16
4352,7.63E-16
4354,7.63E-16
4356,7.56E-16
4358,7.44E-16
4360,7.70E-16
4362,7.73E-16
4364,7.71E-16
4366,7.93E-16
4368,8.28E-16
4370,8.41E-16
4372,8.33E-16
4374,8.31E-16
4376,8.54E-16
4378,8.70E-16
4380,8.48E-16
4382,8.27E-16
4384,8.46E-16
4386,8.51E-16
4388,8.48E-16
4390,8.78E-16
4392,8.72E-16
4394,8.56E-16
4396,8.72E-16
4398,8.88E-16
4400,8.72E-16
4402,8.64E-16
4404,9.09E-16
4406,9.23E-16
4408,9.39E-16
4410,9.72E-16
4412,9.83E-16
4414,9.84E-16
4416,9.69E-16
4418,9.74E-16
4420,9.67E-16
4422,9.50E-16
4424,9.43E-16
4426,9.63E-16
4428,9.91E-16
4430,1.00E-15
4432,9.84E-16
4434,9.81E-16
4436,9.94E-16
4438,1.02E-15
4440,1.05E-15
4442,1.00E-15
4444,9.74E-16
4446,1.01E-15
4448,1.02E-15
4450,1.01E-15
4452,1.03E-15
4454,1.04E-15
4456,1.02E-15
4458,1.02E-15
4460,1.04E-15
4462,1.03E-15
4464,1.03E-15
4466,1.03E-15
4468,1.03E-15
4470,1.04E-15
4472,1.02E-15
4474,1.01E-15
4476,1.02E-15
4478,1.04E-15
4480,1.02E-15
4482,1.01E-15
4484,1.02E-15
4486,1.02E-15
4488,1.05E-15
