2459133.481,18.849,0.138
2459134.478,18.664,0.111
2459135.478,18.626,0.111
2459136.426,18.835,0.135
2459137.467,19.004,0.139
2459138.474,19.192,0.179
2459139.474,19.242,0.173
2459140.439,19.341,0.25
2459148.596,19.13,0.247
2459149.384,19.125,0.236
2459522.524,19.32,0.22
