wavelength,flux,error
4.4065,10853,153.89
4.40675,10856.4,153.95
4.407,10859.8,153.99
4.40725,10863.7,154.04
4.4075,10867.3,154.1
4.40775,10871,154.15
4.408,10874.7,154.2
4.40825,10878.5,154.26
4.4085,10882.3,154.32
4.40875,10885.6,154.36
4.409,10889,154.42
4.40925,10892.4,154.47
4.4095,10896.2,154.52
4.40975,10899.9,154.57
4.41,10903.9,154.63
4.41025,10907.7,154.67
4.4105,10911.5,154.74
4.41075,10915.1,154.78
4.411,10918.2,154.83
4.41125,10920.9,154.88
4.4115,10923,154.93
4.41175,10924.5,154.98
4.412,10925.1,155.03
4.41225,10925.7,155.08
4.4125,10925.9,155.13
4.41275,10925.8,155.18
4.413,10926.1,155.23
4.41325,10926.5,155.28
4.4135,10927.2,155.33
4.41375,10928.1,155.37
4.414,10929.2,155.43
4.41425,10931.2,155.47
4.4145,10933.3,155.51
4.41475,10935.7,155.56
4.415,10938.3,155.61
4.41525,10940.7,155.66
4.4155,10942.9,155.7
4.41575,10945.6,155.75
4.416,10948.5,155.8
4.41625,10951.6,155.84
4.4165,10955.5,155.89
4.41675,10959.9,155.93
4.417,10964.8,155.97
4.41725,10969.8,156.02
4.4175,10974.4,156.06
4.41775,10978.8,156.11
4.418,10982.6,156.15
4.41825,10985.8,156.19
4.4185,10987.2,156.23
4.41875,10987.4,156.27
4.419,10986.4,156.31
4.41925,10984.4,156.36
4.4195,10981.4,156.39
4.41975,10978.5,156.43
4.42,10975.1,156.48
4.42025,10972.6,156.51
4.4205,10970.9,156.56
4.42075,10970.7,156.59
4.421,10972.2,156.63
4.42125,10976.1,156.67
4.4215,10981.9,156.71
4.42175,10989.1,156.74
4.422,10997.4,156.77
4.42225,11006,156.82
4.4225,11014.8,156.85
4.42275,11022.4,156.9
4.423,11028.6,156.93
4.42325,11032,156.96
4.4235,11033.4,156.99
4.42375,11032.6,157.03
4.424,11030.5,157.06
4.42425,11026.6,157.09
4.4245,11022.8,157.14
4.42475,11019,157.17
4.425,11016.4,157.19
4.42525,11015.4,157.22
4.4255,11016.7,157.26
4.42575,11020.6,157.29
4.426,11026.8,157.32
4.42625,11035.3,157.36
4.4265,11045.6,157.39
4.42675,11056.2,157.41
4.427,11066.7,157.44
4.42725,11076.3,157.48
4.4275,11083.6,157.51
4.42775,11088.3,157.53
4.428,11089.5,157.56
4.42825,11088.2,157.6
4.4285,11084.4,157.62
4.42875,11078.5,157.65
4.429,11071.1,157.67
4.42925,11063.7,157.71
4.4295,11057,157.74
4.42975,11051.4,157.76
4.43,11047.7,157.78
4.43025,11046.6,157.82
4.4305,11047.9,157.84
4.43075,11051.9,157.87
4.431,11057.8,157.89
4.43125,11065.4,157.93
4.4315,11074.3,157.95
4.43175,11083.5,157.98
4.432,11092.1,158
4.43225,11100,158.03
4.4325,11106.5,158.06
4.43275,11111.2,158.08
4.433,11113.9,158.1
4.43325,11114.8,158.13
4.4335,11114.3,158.16
4.43375,11112.7,158.18
4.434,11110.6,158.21
4.43425,11108.6,158.23
4.4345,11106.9,158.26
4.43475,11106.5,158.29
4.435,11106.9,158.31
4.43525,11108.5,158.33
4.4355,11111.4,158.35
4.43575,11115.4,158.39
4.436,11120.2,158.41
4.43625,11125.4,158.43
4.4365,11131.1,158.46
4.43675,11136.9,158.49
4.437,11141.7,158.51
4.43725,11146,158.54
4.4375,11149.2,158.56
4.43775,11151.6,158.58
4.438,11152.3,158.61
4.43825,11151.8,158.64
4.4385,11149.4,158.66
4.43875,11145.7,158.69
4.439,11141.4,158.72
4.43925,11136.3,158.74
4.4395,11131.6,158.77
4.43975,11128.3,158.79
4.44,11126.9,158.83
4.44025,11127.9,158.85
4.4405,11131.7,158.87
4.44075,11138.3,158.9
4.441,11147.8,158.92
4.44125,11159.1,158.96
4.4415,11171.6,158.98
4.44175,11184.4,159.01
4.442,11196.5,159.03
4.44225,11207.2,159.07
4.4425,11215.6,159.1
4.44275,11221.6,159.12
4.443,11225.1,159.15
4.44325,11225.7,159.18
4.4435,11223.6,159.21
4.44375,11219.4,159.24
4.444,11214.4,159.28
4.44425,11208.5,159.3
4.4445,11203.6,159.33
4.44475,11199.6,159.36
4.445,11197.7,159.4
4.44525,11198.8,159.43
4.4455,11202.4,159.46
4.44575,11208.7,159.49
4.446,11217.3,159.52
4.44625,11227.6,159.55
4.4465,11238.2,159.58
4.44675,11248.4,159.62
4.447,11257.3,159.66
4.44725,11264,159.69
4.4475,11268.8,159.72
4.44775,11271.2,159.76
4.448,11271.2,159.79
4.44825,11269.1,159.82
4.4485,11265.7,159.87
4.44875,11261,159.9
4.449,11255.5,159.93
4.44925,11250.3,159.98
4.4495,11245.3,160.01
4.44975,11241.4,160.04
4.45,11239.1,160.09
4.45025,11238,160.12
4.4505,11238.6,160.16
4.45075,11240.3,160.2
4.451,11243.4,160.24
4.45125,11247.4,160.28
4.4515,11252.2,160.32
4.45175,11256.9,160.36
4.452,11261.4,160.4
4.45225,11265.5,160.44
4.4525,11269,160.48
4.45275,11271.7,160.53
4.453,11273.8,160.57
4.45325,11275,160.61
4.4535,11275.6,160.66
4.45375,11275.1,160.7
4.454,11274,160.74
4.45425,11272.5,160.79
4.4545,11270.5,160.83
4.45475,11268.6,160.88
4.455,11266.5,160.92
4.45525,11264.7,160.96
4.4555,11263.2,161.01
4.45575,11262.6,161.06
4.456,11263,161.11
4.45625,11264,161.15
4.4565,11266.2,161.19
4.45675,11269.4,161.24
4.457,11273,161.29
4.45725,11277.1,161.34
4.4575,11281.2,161.39
4.45775,11285.6,161.45
4.458,11289.4,161.49
4.45825,11292.4,161.53
4.4585,11294.3,161.59
4.45875,11295,161.63
4.459,11294.5,161.68
4.45925,11292.8,161.73
4.4595,11290,161.78
4.45975,11286.3,161.84
4.46,11282.3,161.89
4.46025,11278.5,161.94
4.4605,11274.9,161.99
4.46075,11271.6,162.04
4.461,11269,162.09
4.46125,11267.4,162.14
4.4615,11266.8,162.19
4.46175,11266.9,162.25
4.462,11268.2,162.29
4.46225,11270.6,162.36
4.4625,11274.4,162.41
4.46275,11279.1,162.46
4.463,11284.6,162.51
4.46325,11290.5,162.57
4.4635,11296.4,162.61
4.46375,11301.7,162.66
4.464,11305.7,162.72
4.46425,11308,162.77
4.4645,11308.5,162.84
4.46475,11306.9,162.89
4.465,11303.7,162.94
4.46525,11300,162.99
4.4655,11295.6,163.05
4.46575,11292,163.1
4.466,11289.4,163.16
4.46625,11288.6,163.21
4.4665,11290,163.26
4.46675,11293.5,163.31
4.467,11299.2,163.38
4.46725,11306.6,163.43
4.4675,11315,163.48
4.46775,11323.8,163.53
4.468,11331.4,163.58
4.46825,11337.9,163.64
4.4685,11342.3,163.68
4.46875,11343.7,163.74
4.469,11342.2,163.79
4.46925,11338,163.86
4.4695,11331.5,163.91
4.46975,11323.3,163.97
4.47,11314.4,164.02
4.47025,11305.5,164.07
4.4705,11298.1,164.12
4.47075,11292.6,164.18
4.471,11289.4,164.22
4.47125,11289.1,164.28
4.4715,11292.2,164.34
4.47175,11298.3,164.39
4.472,11307,164.44
4.47225,11318.9,164.5
4.4725,11332.9,164.54
4.47275,11348.3,164.59
4.473,11364.3,164.64
4.47325,11379.3,164.69
4.4735,11391.5,164.74
4.47375,11401.2,164.79
4.474,11407.4,164.86
4.47425,11408.9,164.9
4.4745,11406,164.96
4.47475,11399.6,165
4.475,11389.7,165.04
4.47525,11377.8,165.1
4.4755,11365.3,165.14
4.47575,11353.1,165.19
4.476,11342.5,165.24
4.47625,11334.2,165.3
4.4765,11328.9,165.34
4.47675,11327.2,165.38
4.477,11329.9,165.43
4.47725,11336.5,165.47
4.4775,11346.5,165.53
4.47775,11360,165.57
4.478,11375.4,165.61
4.47825,11391.3,165.66
4.4785,11406.7,165.7
4.47875,11420,165.76
4.479,11430.2,165.8
4.47925,11436.8,165.84
4.4795,11439.2,165.89
4.47975,11438.3,165.93
4.48,11433.7,165.98
4.48025,11426.3,166.02
4.4805,11417.6,166.05
4.48075,11407.9,166.1
4.481,11398.5,166.15
4.48125,11389,166.18
4.4815,11380.7,166.23
4.48175,11373.6,166.27
4.482,11367.9,166.3
4.48225,11363.9,166.35
4.4825,11361.8,166.38
4.48275,11361.2,166.43
4.483,11362.3,166.46
4.48325,11365.1,166.51
4.4835,11369.1,166.56
4.48375,11374.2,166.59
4.484,11380.6,166.63
4.48425,11387.5,166.67
4.4845,11395.2,166.7
4.48475,11402.7,166.74
4.485,11410,166.78
4.48525,11416,166.81
4.4855,11420.8,166.85
4.48575,11424.2,166.89
4.486,11424.7,166.92
4.48625,11423.5,166.95
4.4865,11420.5,167
4.48675,11415.7,167.03
4.487,11409.7,167.06
4.48725,11403.8,167.09
4.4875,11397.6,167.13
4.48775,11392.6,167.16
4.488,11389.1,167.2
4.48825,11387.8,167.24
4.4885,11389.2,167.27
4.48875,11393.8,167.3
4.489,11401.6,167.34
4.48925,11413.1,167.37
4.4895,11426.7,167.4
4.48975,11442.2,167.43
4.49,11458.7,167.47
4.49025,11474.7,167.5
4.4905,11489.5,167.53
4.49075,11501.6,167.57
4.491,11511,167.6
4.49125,11517.9,167.63
4.4915,11520.7,167.66
4.49175,11520.2,167.7
4.492,11516.7,167.73
4.49225,11510.2,167.75
4.4925,11502.1,167.79
4.49275,11492.6,167.83
4.493,11483.1,167.86
4.49325,11474.5,167.89
4.4935,11467.6,167.92
4.49375,11462.8,167.95
4.494,11460.4,167.98
4.49425,11460.5,168.02
4.4945,11462.5,168.05
4.49475,11466.5,168.08
4.495,11471.9,168.11
4.49525,11478,168.15
4.4955,11485.7,168.18
4.49575,11493.4,168.21
4.496,11501.3,168.25
4.49625,11509.2,168.27
4.4965,11516.8,168.3
4.49675,11523.4,168.33
4.497,11529,168.37
4.49725,11532.9,168.4
4.4975,11534.8,168.44
4.49775,11534.1,168.48
4.498,11531.2,168.51
4.49825,11526.3,168.54
4.4985,11519.7,168.57
4.49875,11512.4,168.61
4.499,11504.1,168.64
4.49925,11496.5,168.67
4.4995,11490.4,168.71
4.49975,11486,168.75
4.5,11483.9,168.78
4.50025,11483.9,168.82
4.5005,11486.3,168.86
4.50075,11490.8,168.89
4.501,11496.9,168.93
4.50125,11504.7,168.97
4.5015,11513.9,169
4.50175,11523.3,169.05
4.502,11532.5,169.08
4.50225,11541.5,169.12
4.5025,11549.2,169.16
4.50275,11556.2,169.2
4.503,11561.8,169.23
4.50325,11566.3,169.28
4.5035,11570.1,169.32
4.50375,11573.3,169.36
4.504,11575.8,169.41
4.50425,11577.5,169.44
4.5045,11579.2,169.5
4.50475,11580.2,169.54
4.505,11580.2,169.58
4.50525,11579.5,169.63
4.5055,11577.7,169.67
4.50575,11575,169.72
4.506,11571.2,169.76
4.50625,11566.8,169.81
4.5065,11563.6,169.86
4.50675,11560.5,169.9
4.507,11558.4,169.96
4.50725,11559.7,170
4.5075,11563.9,170.06
4.50775,11571.7,170.11
4.508,11583,170.15
4.50825,11597.7,170.21
4.5085,11615,170.26
4.50875,11633.6,170.32
4.509,11652.6,170.37
4.50925,11669.3,170.43
4.5095,11684,170.48
4.50975,11694.5,170.54
4.51,11700.3,170.59
4.51025,11700.9,170.66
4.5105,11697,170.71
4.51075,11687.9,170.77
4.511,11675,170.83
4.51125,11659.5,170.89
4.5115,11642.5,170.95
4.51175,11625.7,171.02
4.512,11612,171.07
4.51225,11601.1,171.14
4.5125,11595.3,171.21
4.51275,11594.8,171.27
4.513,11600,171.34
4.51325,11610.5,171.4
4.5135,11625.8,171.47
4.51375,11644.3,171.54
4.514,11664.3,171.61
4.51425,11684.7,171.69
4.5145,11703.7,171.75
4.51475,11720.9,171.83
4.515,11734.9,171.9
4.51525,11745.9,171.97
4.5155,11752,172.04
4.51575,11755.1,172.12
4.516,11754.7,172.19
4.51625,11750.7,172.27
4.5165,11744.3,172.35
4.51675,11734.4,172.42
4.517,11723.1,172.5
4.51725,11710.5,172.58
4.5175,11697.4,172.65
4.51775,11683.8,172.74
4.518,11670.5,172.82
4.51825,11657.9,172.91
4.5185,11646.6,172.98
4.51875,11636.7,173.07
4.519,11630,173.16
4.51925,11625.6,173.25
4.5195,11624.1,173.32
4.51975,11626.2,173.41
4.52,11631.6,173.5
4.52025,11640.9,173.59
4.5205,11653.3,173.67
4.52075,11668.5,173.76
4.521,11685.1,173.85
4.52125,11702.4,173.94
4.5215,11718.8,174.04
4.52175,11733.4,174.12
4.522,11745.1,174.21
4.52225,11752.6,174.3
4.5225,11756.2,174.4
4.52275,11755.3,174.49
4.523,11750.2,174.58
4.52325,11740.8,174.68
4.5235,11728.3,174.78
4.52375,11713.2,174.87
4.524,11696.7,174.97
4.52425,11680,175.07
4.5245,11662.6,175.15
4.52475,11646.4,175.25
4.525,11632.1,175.35
4.52525,11620.7,175.45
4.5255,11613.1,175.55
4.52575,11608.9,175.65
4.526,11609.2,175.75
4.52625,11613.6,175.85
4.5265,11621.9,175.94
4.52675,11633.2,176.04
4.527,11646,176.14
4.52725,11660.7,176.24
4.5275,11675.5,176.34
4.52775,11689.6,176.44
4.528,11701.9,176.56
4.52825,11712,176.66
4.5285,11718.1,176.76
4.52875,11721.2,176.85
4.529,11720.6,176.95
4.52925,11715.3,177.05
4.5295,11706.3,177.15
4.52975,11693.3,177.26
4.53,11677.9,177.36
4.53025,11659.8,177.47
4.5305,11641.2,177.57
4.53075,11622,177.67
4.531,11604.5,177.76
4.53125,11589,177.87
4.5315,11577.3,177.97
4.53175,11569.6,178.07
4.532,11567.1,178.17
4.53225,11569,178.27
4.5325,11576,178.38
4.53275,11586.2,178.49
4.533,11599.1,178.59
4.53325,11613.8,178.69
4.5335,11629.3,178.78
4.53375,11643.9,178.88
4.534,11657.5,178.98
4.53425,11669.2,179.08
4.5345,11679.2,179.18
4.53475,11686.9,179.28
4.535,11692.5,179.39
4.53525,11696.2,179.49
4.5355,11697.6,179.57
4.53575,11697.1,179.67
4.536,11694.7,179.77
4.53625,11690.4,179.87
4.5365,11684.9,179.97
4.53675,11678.2,180.06
4.537,11671,180.16
4.53725,11664,180.25
4.5375,11658.1,180.35
4.53775,11653.5,180.44
4.538,11651.4,180.54
4.53825,11651.4,180.63
4.5385,11653.9,180.73
4.53875,11658.7,180.81
4.539,11666.1,180.9
4.53925,11676,180.99
4.5395,11688.6,181.08
4.53975,11703.4,181.17
4.54,11720.4,181.26
4.54025,11738.8,181.35
4.5405,11757.7,181.44
4.54075,11774.8,181.53
4.541,11790.4,181.6
4.54125,11803,181.69
4.5415,11811.9,181.78
4.54175,11816.2,181.85
4.542,11815.9,181.93
4.54225,11811.2,182.03
4.5425,11802.5,182.11
4.54275,11791,182.18
4.543,11777.3,182.26
4.54325,11762.5,182.34
4.5435,11747.6,182.41
4.54375,11733.5,182.49
4.544,11721,182.57
4.54425,11711.6,182.63
4.5445,11705.5,182.72
4.54475,11703.7,182.79
4.545,11707.8,182.86
4.54525,11716.6,182.93
4.5455,11729.5,183
4.54575,11747.7,183.06
4.546,11768.9,183.13
4.54625,11792,183.19
4.5465,11815.4,183.26
4.54675,11837.8,183.34
4.547,11858.6,183.39
4.54725,11876.3,183.46
4.5475,11890.1,183.52
4.54775,11900.2,183.58
4.548,11906.6,183.63
4.54825,11909.7,183.69
4.5485,11908.5,183.75
4.54875,11904.1,183.81
4.549,11896.2,183.86
4.54925,11886.3,183.92
4.5495,11874.5,183.97
4.54975,11861.3,184.03
4.55,11847,184.07
4.55025,11833.1,184.12
4.5505,11820,184.17
4.55075,11808.2,184.21
4.551,11798.6,184.26
4.55125,11791.9,184.3
4.5515,11788.5,184.36
4.55175,11789.6,184.4
4.552,11794.5,184.44
4.55225,11802.8,184.48
4.5525,11815.7,184.52
4.55275,11830.7,184.55
4.553,11848.1,184.6
4.55325,11866.4,184.63
4.5535,11885.2,184.66
4.55375,11903.3,184.71
4.554,11920.8,184.74
4.55425,11937,184.77
4.5545,11951.7,184.8
4.55475,11963.9,184.84
4.555,11973.3,184.86
4.55525,11980.7,184.89
4.5555,11984.9,184.91
4.55575,11986.7,184.95
4.556,11984.9,184.97
4.55625,11981.5,185
4.5565,11976.9,185.02
4.55675,11970.5,185.05
4.557,11963.9,185.07
4.55725,11957.5,185.09
4.5575,11951.2,185.11
4.55775,11945.7,185.13
4.558,11941.4,185.14
4.55825,11938.9,185.17
4.5585,11939.1,185.19
4.55875,11941.5,185.21
4.559,11946.6,185.22
4.55925,11954.7,185.23
4.5595,11966.3,185.24
4.55975,11980.7,185.27
4.56,11997.8,185.28
4.56025,12016.7,185.29
4.5605,12037,185.3
4.56075,12056.6,185.31
4.561,12075.5,185.32
4.56125,12091.9,185.33
4.5615,12106.3,185.33
4.56175,12116.7,185.34
4.562,12122,185.35
4.56225,12122.8,185.35
4.5625,12119,185.36
4.56275,12110.6,185.36
4.563,12098.4,185.38
4.56325,12083.2,185.39
4.5635,12065.7,185.39
4.56375,12047.2,185.4
4.564,12029.5,185.4
4.56425,12012.4,185.4
4.5645,11997.7,185.4
4.56475,11985.8,185.4
4.565,11977.9,185.41
4.56525,11974.4,185.41
4.5655,11974.3,185.41
4.56575,11978.2,185.41
4.566,11985.8,185.41
4.56625,11995.8,185.41
4.5665,12008.2,185.41
4.56675,12022.1,185.41
4.567,12036.7,185.41
4.56725,12051.5,185.41
4.5675,12066.4,185.41
4.56775,12080.4,185.41
4.568,12093.9,185.42
4.56825,12106.5,185.42
4.5685,12118.2,185.42
4.56875,12128.5,185.41
4.569,12137,185.41
4.56925,12143,185.41
4.5695,12146,185.41
4.56975,12146.2,185.41
4.57,12143,185.41
4.57025,12136.9,185.41
4.5705,12127.1,185.41
4.57075,12114.3,185.41
4.571,12099.4,185.41
4.57125,12082.9,185.41
4.5715,12066,185.41
4.57175,12050.3,185.41
4.572,12036.7,185.41
4.57225,12026.5,185.41
4.5725,12019.8,185.41
4.57275,12017.2,185.42
4.573,12019.7,185.42
4.57325,12025.9,185.43
4.5735,12036.4,185.43
4.57375,12049,185.43
4.574,12064.2,185.43
4.57425,12079.6,185.44
4.5745,12095.8,185.44
4.57475,12110,185.44
4.575,12121.5,185.45
4.57525,12130.8,185.46
4.5755,12137.3,185.46
4.57575,12141,185.47
4.576,12142.2,185.48
4.57625,12141.5,185.48
4.5765,12138.9,185.5
4.57675,12134.9,185.51
4.577,12130.2,185.52
4.57725,12123.6,185.54
4.5775,12116,185.55
4.57775,12107.5,185.56
4.578,12097.5,185.57
4.57825,12086.3,185.58
4.5785,12074.6,185.59
4.57875,12062.4,185.62
4.579,12050.1,185.63
4.57925,12038.2,185.65
4.5795,12027.4,185.66
4.57975,12018.4,185.69
4.58,12011,185.7
4.58025,12006,185.73
4.5805,12004,185.75
4.58075,12004.9,185.77
4.581,12008.6,185.78
4.58125,12015.8,185.8
4.5815,12025,185.84
4.58175,12036.5,185.86
4.582,12050.1,185.89
4.58225,12065.3,185.92
4.5825,12082.1,185.95
4.58275,12100.2,185.98
4.583,12118.8,186.01
4.58325,12137.5,186.03
4.5835,12154.6,186.07
4.58375,12169.5,186.1
4.584,12180.5,186.13
4.58425,12187.2,186.16
4.5845,12189.1,186.21
4.58475,12185.7,186.24
4.585,12177.7,186.29
4.58525,12166.1,186.32
4.5855,12152,186.36
4.58575,12136.5,186.39
4.586,12122.2,186.44
4.58625,12108.4,186.48
4.5865,12097.3,186.53
4.58675,12089.6,186.58
4.587,12086.2,186.63
4.58725,12087.5,186.67
4.5875,12093.3,186.71
4.58775,12103.6,186.77
4.588,12118.3,186.81
4.58825,12136,186.87
4.5885,12156,186.91
4.58875,12176,186.97
4.589,12196.2,187.02
4.58925,12214.5,187.09
4.5895,12230,187.14
4.58975,12241.4,187.2
4.59,12248.5,187.25
4.59025,12251.4,187.32
4.5905,12250.2,187.37
4.59075,12245.1,187.44
4.591,12236.9,187.49
4.59125,12226.4,187.56
4.5915,12214.5,187.63
4.59175,12201.2,187.7
4.592,12187.2,187.77
4.59225,12173.1,187.83
4.5925,12159.4,187.9
4.59275,12146.1,187.96
4.593,12134,188.04
4.59325,12122.9,188.11
4.5935,12113.1,188.18
4.59375,12105,188.27
4.594,12098.5,188.34
4.59425,12094.1,188.41
4.5945,12091.6,188.49
4.59475,12091.9,188.57
4.595,12094.6,188.64
4.59525,12100.5,188.72
4.5955,12109.3,188.8
4.59575,12121.5,188.88
4.596,12136.2,188.96
4.59625,12153.8,189.06
4.5965,12172.8,189.14
4.59675,12193.1,189.22
4.597,12213.1,189.31
4.59725,12233.1,189.4
4.5975,12251.5,189.49
4.59775,12266.7,189.58
4.598,12278.4,189.66
4.59825,12285.7,189.75
4.5985,12287.6,189.85
4.59875,12284.4,189.95
4.599,12276.2,190.04
4.59925,12263.5,190.13
4.5995,12247.3,190.22
4.59975,12228.5,190.32
4.6,12208.4,190.41
4.60025,12188.7,190.51
4.6005,12170.7,190.61
4.60075,12155.2,190.72
4.601,12142.7,190.81
4.60125,12134.7,190.91
4.6015,12130.6,191.01
4.60175,12131.5,191.11
4.602,12135.9,191.22
4.60225,12143.7,191.32
4.6025,12155.4,191.42
4.60275,12169,191.53
4.603,12184.1,191.63
4.60325,12200.5,191.75
4.6035,12217.2,191.86
4.60375,12234.3,191.95
4.604,12251.5,192.06
4.60425,12268.6,192.17
4.6045,12285.7,192.27
4.60475,12301.8,192.38
4.605,12316.9,192.49
4.60525,12330.5,192.6
4.6055,12341.4,192.73
4.60575,12350.2,192.84
4.606,12355.7,192.95
4.60625,12358.4,193.06
4.6065,12358.3,193.17
4.60675,12355.9,193.29
4.607,12351.6,193.4
4.60725,12345.9,193.51
4.6075,12339.2,193.63
4.60775,12331.8,193.74
4.608,12324.5,193.87
4.60825,12317,193.98
4.6085,12309.7,194.1
4.60875,12302.5,194.21
4.609,12295.6,194.33
4.60925,12289.8,194.46
4.6095,12284.8,194.56
4.60975,12281.1,194.69
4.61,12279.9,194.81
4.61025,12280.8,194.94
4.6105,12284.4,195.06
4.61075,12290.7,195.18
4.611,12299.9,195.29
4.61125,12312.5,195.41
4.6115,12327.4,195.53
4.61175,12344.7,195.65
4.612,12363.5,195.77
4.61225,12382.8,195.89
4.6125,12401.2,196.01
4.61275,12417.8,196.14
4.613,12431.6,196.26
4.61325,12441.8,196.39
4.6135,12448,196.51
4.61375,12449.9,196.63
4.614,12447,196.76
4.61425,12440,196.88
4.6145,12429.5,197
4.61475,12415.4,197.12
4.615,12399.4,197.26
4.61525,12381.8,197.38
4.6155,12363,197.5
4.61575,12343.5,197.64
4.616,12324,197.76
4.61625,12305.2,197.88
4.6165,12287.8,198
4.61675,12272.9,198.13
4.617,12261.3,198.25
4.61725,12254.1,198.38
4.6175,12252.4,198.5
4.61775,12256.4,198.62
4.618,12266.4,198.75
4.61825,12282.2,198.87
4.6185,12303,199
4.61875,12327.4,199.13
4.619,12354.5,199.25
4.61925,12382.3,199.37
4.6195,12409.3,199.5
4.61975,12434.2,199.63
4.62,12455.8,199.76
4.62025,12473.5,199.88
4.6205,12486.8,200.02
4.62075,12494.8,200.14
4.621,12497.9,200.26
4.62125,12495.7,200.39
4.6215,12488.2,200.51
4.62175,12474.6,200.63
4.622,12456.3,200.76
4.62225,12432.7,200.88
4.6225,12405.9,201
4.62275,12376.8,201.13
4.623,12346.6,201.25
4.62325,12316.3,201.37
4.6235,12288.3,201.51
4.62375,12262.4,201.63
4.624,12240.2,201.75
4.62425,12222.5,201.89
4.6245,12210.9,202.01
4.62475,12204.8,202.14
4.625,12204.1,202.26
4.62525,12209.5,202.38
4.6255,12220.1,202.5
4.62575,12235.9,202.64
4.626,12255.1,202.76
4.62625,12276,202.88
4.6265,12298.3,203
4.62675,12320,203.12
4.627,12340.3,203.25
4.62725,12357,203.37
4.6275,12370.1,203.49
4.62775,12379.4,203.61
4.628,12385.3,203.73
4.62825,12388.2,203.85
4.6285,12388.5,203.97
4.62875,12386.9,204.09
4.629,12384.2,204.23
4.62925,12379.2,204.36
4.6295,12372.9,204.48
4.62975,12365.5,204.6
4.63,12356.2,204.72
4.63025,12345.1,204.83
4.6305,12333.2,204.95
4.63075,12320,205.07
4.631,12305.7,205.19
4.63125,12293.2,205.31
4.6315,12280.9,205.43
4.63175,12270.4,205.55
4.632,12262.2,205.67
4.63225,12257.2,205.79
4.6325,12255.6,205.9
4.63275,12258.3,206.02
4.633,12265.5,206.15
4.63325,12276.4,206.27
4.6335,12291.1,206.38
4.63375,12309,206.51
4.634,12328.8,206.63
4.63425,12349.3,206.74
4.6345,12369.5,206.86
4.63475,12389,206.97
4.635,12406.7,207.09
4.63525,12422.9,207.21
4.6355,12436.7,207.32
4.63575,12448.7,207.44
4.636,12459.4,207.55
4.63625,12468.2,207.67
4.6365,12475.8,207.79
4.63675,12482.2,207.9
4.637,12487.3,208.01
4.63725,12491.1,208.13
4.6375,12492.5,208.24
4.63775,12491.7,208.35
4.638,12489.3,208.47
4.63825,12484.1,208.58
4.6385,12477.4,208.7
4.63875,12470.5,208.81
4.639,12463.6,208.92
4.63925,12457.2,209.04
4.6395,12452.2,209.15
4.63975,12448.7,209.26
4.64,12446.6,209.37
4.64025,12446.1,209.48
4.6405,12447.1,209.59
