"epoch.mjd","a","e","i","om","w","ma","epoch","q","tp","n_obs_used"
-412,182.3,0.9969,123.96,16.95,124.84,0.00,2399588.9,0.563,2399588.88,104
-362,,1.0000,142.16,141.31,95.10,,2399638.1,1.009,2399638.06,69
-164,,1.0000,99.97,326.95,98.86,,2399836.3,0.544,2399836.30,90
-40,156.1,0.9963,116.95,167.30,129.11,0.00,2399960.5,0.578,2399952.96,1000
-35,,1.0000,158.71,161.74,155.54,,2399965.8,1.427,2399965.81,4
194,,1.0000,95.49,359.31,282.00,,2400194.2,0.201,2400194.23,29
475,,1.0000,48.24,10.83,41.22,,2400475.6,1.307,2400475.57,55
632,,1.0000,79.32,86.63,76.88,,2400632.5,0.293,2400578.06,300
676,,1.0000,32.21,46.77,311.98,,2400676.3,0.683,2400676.31,3
920,55.68,0.9835,79.77,31.87,213.45,-0.02,2400920.5,0.921,2400930.39,187
920,55.08,0.9851,85.44,280.91,330.08,-0.04,2400920.5,0.822,2400938.51,1156
1117,,1.0000,138.00,147.04,331.60,,2401117.2,0.839,2401117.17,30
1325,,1.0000,172.11,328.44,27.17,,2401325.5,0.981,2401314.03,72
1503,,1.0000,137.54,357.70,230.58,,2401503.2,0.803,2401503.17,25
1520,-1.622e+04,1.0000,85.36,118.84,74.47,-0.00,2401520.5,0.795,2401540.49,120
1600,1270,0.9992,112.62,253.17,3.97,-0.00,2401600.5,1.068,2401600.90,49
1600,682.7,0.9991,85.50,252.08,55.59,-0.00,2401600.5,0.629,2401616.86,160
1880,-1975,1.0007,83.32,106.93,78.12,0.00,2401880.5,1.313,2401869.17,176
1800,630.2,0.9989,78.08,99.39,357.21,-0.00,2401800.5,0.706,2401819.47,58
1899,,1.0000,64.49,306.63,115.67,,2401899.5,0.771,2401867.76,9
2080,249.2,0.9964,178.13,97.67,151.58,-0.00,2402080.5,0.909,2402099.58,206
2160,1450,0.9994,109.71,33.67,232.46,0.00,2402160.5,0.931,2402156.39,57
2080,,1.0000,134.98,176.88,346.09,,2402080.8,0.626,2402080.81,20
2228,,1.0000,48.86,205.11,118.45,,2402228.5,0.771,2402228.45,123
2252,,1.0000,162.89,342.78,178.50,,2402252.5,1.115,2402233.72,10
2251,,1.0000,92.49,254.83,111.72,,2402251.3,0.026,2402251.33,198
3277,,1.0000,96.57,66.84,148.64,,2403278.0,0.330,2403277.96,57
3510,,1.0000,131.56,54.11,126.64,,2403510.5,0.579,2403510.48,201
3980,,1.0000,111.69,313.33,188.19,,2403980.8,1.231,2403980.85,11
4227,,1.0000,121.78,143.57,198.23,,2404227.5,1.009,2404258.08,5
4351,,1.0000,99.36,14.75,354.95,,2404351.5,1.817,2404308.18,79
4395,-1585,1.0002,147.29,96.59,90.55,-0.00,2404395.5,0.390,2404416.87,9
4535,76.48,0.9915,87.61,281.22,223.06,359.92,2404535.5,0.648,2404589.62,39
4590,,1.0000,101.98,213.70,96.32,,2404590.5,1.083,2404636.03,185
4800,161.3,0.9957,98.30,148.93,242.89,0.01,2404800.5,0.691,2404782.37,57
5400,225.7,0.9965,95.97,232.36,193.77,-0.00,2405400.5,0.794,2405412.78,50
5440,1426,0.9997,121.46,178.50,233.75,0.00,2405440.5,0.385,2405433.77,118
5592,,1.0000,58.89,32.05,269.51,,2405592.9,0.045,2405592.93,11
5657,,1.0000,148.41,275.85,331.72,,2405657.5,0.886,2405596.94,148
5720,572.7,0.9988,66.34,120.50,152.38,0.00,2405720.5,0.676,2405713.86,638
5762,840.6,0.9988,41.83,253.28,92.61,0.00,2405762.8,0.983,2405762.84,125
5720,45.4,0.9628,34.13,217.63,149.59,-0.01,2405720.5,1.688,2405722.70,95
5815,,1.0000,99.22,283.72,16.27,,2405815.9,0.508,2405815.94,20
6639,,1.0000,152.89,188.96,347.16,,2406639.2,0.807,2406639.18,97
6750,-750.7,1.0013,121.14,318.34,63.16,0.00,2406750.5,0.950,2406727.69,25
6739,-117.3,1.0086,77.16,347.73,116.77,0.00,2406739.5,1.010,2406736.83,9
6874,,1.0000,102.23,252.71,143.20,,2406874.2,1.576,2406874.22,63
6902,133.1,0.9919,115.67,185.99,103.17,0.07,2406902.5,1.073,2406797.60,13
7186,,1.0000,78.18,103.96,177.59,,2407186.7,1.392,2407186.69,4
7545,,1.0000,107.04,47.45,3.74,,2407545.5,0.896,2407467.43,16
7617,,1.0000,77.12,88.88,115.48,,2407617.5,0.990,2407627.65,12
7601,,1.0000,107.76,34.12,84.26,,2407601.5,0.991,2407591.28,9
7759,-520.9,1.0000,144.76,8.45,86.69,0.00,2407759.5,0.005,2407742.63,7
7855,-2193,1.0008,123.06,258.92,145.17,-0.00,2407855.5,1.814,2407898.70,3
7965,,1.0000,141.91,47.01,323.13,,2407965.9,0.355,2407965.94,140
8089,,1.0000,60.70,251.05,11.69,,2408089.5,0.660,2408029.42,5
8221,,1.0000,77.93,128.11,173.81,,2408221.4,0.591,2408221.44,40
8312,186.9,0.9961,63.43,272.63,354.24,0.02,2408312.5,0.735,2408248.44,104
8316,,1.0000,140.23,98.72,122.15,,2408316.5,0.634,2408315.31,500
8338,,1.0000,112.82,275.82,6.29,,2408338.4,0.449,2408338.37,4
8404,195.8,0.9902,144.80,183.04,117.95,0.00,2408404.7,1.925,2408404.74,61
8616,8521,1.0000,73.80,206.59,208.98,0.00,2408616.5,0.061,2408607.53,41
8785,,1.0000,96.15,250.77,254.29,,2408785.5,0.956,2408762.98,3
8881,-9820,1.0001,78.07,279.77,110.89,0.00,2408881.5,0.760,2408860.95,9
9170,,1.0000,114.98,265.99,138.60,,2409170.3,0.310,2409170.29,15
9411,3.073,0.5836,5.47,6.75,301.05,1.10,2409411.5,1.280,2409405.47,19
9751,,1.0000,80.61,93.90,178.61,,2409751.5,2.506,2409759.95,32
9760,42.24,0.9823,59.10,206.37,42.85,-0.01,2409760.5,0.749,2409764.16,80
9924,-1659,1.0004,82.63,37.96,126.59,-0.00,2409924.5,0.642,2410002.96,46
9938,-2394,1.0002,84.44,69.91,119.62,-0.00,2409938.5,0.479,2410030.29,76
9920,-1.226e+05,1.0000,42.44,263.81,35.57,0.00,2409920.5,1.079,2409871.50,6
10034,55.49,0.9951,87.63,194.17,201.32,359.93,2410034.5,0.270,2410065.38,27
10035,-7325,1.0001,100.21,289.36,38.59,0.00,2410035.5,0.842,2410031.47,19
10055,3.092,0.5714,12.67,55.14,176.88,358.33,2410055.5,1.325,2410064.71,4
10240,-1626,1.0004,101.62,138.97,86.35,-0.00,2410240.5,0.663,2410257.50,62
10283,,1.0000,144.38,4.58,83.51,,2410283.4,0.005,2410283.43,15
10360,99.97,0.9837,104.27,281.51,159.42,0.01,2410360.5,1.630,2410348.39,288
10373,,1.0000,85.59,259.80,31.91,,2410373.5,1.481,2410239.41,86
10326,,1.0000,139.78,137.04,36.55,,2410326.5,1.006,2410359.44,75
10440,356.7,0.9961,17.55,246.85,15.09,0.00,2410440.5,1.394,2410439.66,313
10720,169.4,0.9959,42.25,246.96,359.90,0.00,2410720.5,0.699,2410714.00,186
10850,9807,0.9999,74.19,103.06,59.22,0.00,2410850.1,0.902,2410850.14,257
11040,-1476,1.0012,166.38,358.98,340.46,0.00,2411040.5,1.815,2411034.17,173
10880,179.5,0.9915,56.34,139.09,290.81,-0.01,2410880.5,1.528,2410893.78,54
11160,1.239e+04,0.9998,163.85,312.22,236.06,-0.00,2411160.5,2.256,2411164.81,41
11200,435.2,0.9976,65.99,287.71,345.86,-0.00,2411200.5,1.040,2411203.28,92
11394,,1.0000,56.75,10.02,199.86,,2411394.5,0.270,2411394.48,40
11627,-5684,1.0003,120.57,321.88,68.93,0.00,2411627.5,1.908,2411520.55,140
11578,,1.0000,63.35,15.83,85.66,,2411578.5,0.764,2411557.54,68
11640,1550,0.9992,98.94,101.66,163.05,0.00,2411640.5,1.260,2411635.51,123
11586,495.8,0.9959,154.31,86.93,331.28,0.00,2411586.9,2.047,2411586.88,120
11850,,1.0000,120.51,195.45,178.75,,2411850.5,0.398,2411850.52,110
12050,,1.0000,77.99,219.53,269.57,,2412050.5,0.971,2412050.54,41
12304,871.1,0.9988,38.70,242.43,24.50,0.00,2412304.5,1.027,2412195.66,40
12369,-631.1,1.0031,89.72,254.96,129.48,0.01,2412369.5,1.974,2412230.45,3
12524,-3135,1.0003,24.80,266.03,252.65,0.00,2412524.5,0.976,2412461.09,13
12471,,1.0000,143.85,187.14,85.21,,2412471.5,1.195,2412470.49,17
12662,-8.137,1.0823,159.77,339.66,48.01,0.43,2412662.5,0.670,2412652.34,5
12726,231.3,0.9965,129.82,176.41,347.45,0.00,2412726.2,0.812,2412726.22,153
12925,3.804,0.6984,5.53,85.71,46.39,7.44,2412925.5,1.147,2412869.46,138
12981,87.31,0.9887,86.96,207.89,324.17,0.06,2412981.5,0.983,2412932.37,28
13430,3.729,0.6520,2.99,171.75,167.78,0.50,2413430.5,1.298,2413426.82,182
13579,-3715,1.0001,141.63,321.96,272.67,0.00,2413579.5,0.192,2413546.33,6
13488,,1.0000,76.25,84.55,298.78,,2413488.1,0.843,2413488.05,78
13614,-5.552e+04,1.0000,155.74,210.28,358.32,0.00,2413614.5,0.587,2413590.78,30
13688,442.1,0.9987,55.52,179.73,1.71,0.00,2413688.5,0.566,2413667.64,8
13751,,1.0000,88.42,152.44,41.06,,2413751.9,1.143,2413751.94,27
13962,-4289,1.0002,146.14,87.93,172.32,-0.00,2413962.5,1.063,2413964.09,7
14224,-4.665e+05,1.0000,69.61,33.49,65.95,-0.00,2414224.5,1.356,2414267.68,11
14408,55.79,0.9804,72.53,263.87,47.31,0.10,2414408.5,1.095,2414366.13,190
14514,-1742,1.0010,69.94,75.41,233.27,-0.00,2414514.5,1.702,2414547.04,128
14473,,1.0000,70.03,260.52,205.64,,2414473.5,0.626,2414518.20,15
14470,-169,1.0089,166.87,279.66,22.23,-0.01,2414470.5,1.502,2414496.30,19
14553,-1.234e+04,1.0000,28.86,36.29,162.36,-0.00,2414553.5,0.420,2414583.54,71
14598,,1.0000,140.34,97.74,123.55,,2414598.5,0.756,2414617.15,60
14689,3044,0.9992,22.50,97.24,4.66,0.00,2414689.5,2.285,2414553.14,29
14778,-1004,1.0003,146.27,26.41,8.71,0.00,2414778.5,0.327,2414757.98,151
14956,,1.0000,76.95,273.63,10.75,,2414956.5,1.786,2414912.87,36
15165,-1129,1.0012,146.45,41.79,24.41,0.00,2415165.5,1.332,2415138.91,30
15247,-3395,1.0003,62.53,329.41,12.42,0.00,2415247.5,1.015,2415235.20,120
15523,,1.0000,131.08,111.04,203.05,,2415523.5,0.245,2415499.25,55
15877,,1.0000,65.20,54.03,229.62,,2415877.3,0.444,2415877.30,9
16017,1620,0.9998,156.35,50.74,153.00,360.00,2416017.5,0.401,2416077.86,116
16121,-8.355e+04,1.0000,43.89,118.81,5.84,-0.00,2416121.5,2.773,2416197.49,12
16183,-50.8,1.0081,30.95,3.61,133.58,-0.02,2416183.5,0.411,2416189.97,9
16199,,1.0000,66.48,214.49,184.94,,2416199.4,0.499,2416199.42,32
16307,-421.1,1.0008,85.04,294.92,127.22,-0.01,2416307.5,0.330,2416354.60,20
16643,-1416,1.0019,125.13,277.13,53.52,0.00,2416643.5,2.708,2416547.12,31
16800,-2776,1.0007,99.60,219.79,40.74,0.00,2416800.5,1.882,2416788.30,48
16952,1.265,0.2009,27.06,173.32,353.23,12.00,2416952.5,1.011,2416935.18,4
17184,75.11,0.9860,140.53,224.30,132.47,0.06,2417184.5,1.051,2417144.48,26
17223,,1.0000,43.65,93.37,199.22,,2417223.5,0.216,2417233.36,40
17263,8512,0.9998,126.44,287.71,89.84,0.00,2417263.5,1.296,2417202.29,158
17314,-1780,1.0019,4.28,343.62,158.61,0.00,2417314.5,3.340,2417136.82,115
17262,,1.0000,83.46,73.35,276.46,,2417262.9,0.723,2417262.93,3
17553,63.06,0.9808,56.37,86.09,8.63,0.03,2417553.5,1.212,2417536.22,51
17657,-453.1,1.0045,141.66,98.47,317.05,0.00,2417657.5,2.052,2417653.98,23
17683,62.43,0.9852,109.95,190.47,328.60,0.04,2417683.5,0.924,2417662.38,4
17845,415.6,0.9988,8.96,144.27,294.47,0.00,2417845.5,0.512,2417822.96,173
17890,-1.146e+04,1.0001,119.64,55.90,294.38,0.00,2417890.5,0.983,2417833.36,16
18245,-1023,1.0009,140.17,104.46,171.58,-0.00,2418245.5,0.945,2418301.75,132
18496,212.7,0.9960,52.08,306.90,5.01,0.01,2418496.5,0.843,2418463.27,13
18705,607.4,0.9998,138.78,90.03,320.89,0.00,2418705.5,0.129,2418689.09,25
18927,1006,0.9981,121.04,290.78,51.00,360.00,2418927.5,1.947,2418931.37,30
19247,183.7,0.9963,148.42,158.67,110.37,0.01,2419247.5,0.684,2419218.18,86
19320,163.4,0.9970,33.81,294.21,153.00,-0.01,2419320.5,0.489,2419337.74,619
19336,242.4,0.9968,108.10,36.43,122.09,360.00,2419336.5,0.787,2419353.38,7
19320,-2064,1.0001,96.47,89.90,71.71,0.00,2419320.5,0.303,2419320.26,66
19728,-1599,1.0004,79.81,298.25,25.62,0.00,2419728.5,0.716,2419680.95,23
19696,,1.0000,124.64,145.02,99.68,,2419697.0,1.107,2419696.96,3
19920,525.2,0.9972,152.36,316.27,52.98,0.00,2419920.5,1.457,2419903.12,22
20025,555.8,0.9976,143.35,158.64,117.71,0.00,2420025.1,1.356,2420025.05,299
20215,-7862,1.0001,68.04,60.40,97.47,-0.00,2420215.5,1.104,2420432.27,154
20274,-1920,1.0006,23.92,200.12,72.22,-0.00,2420274.5,1.199,2420288.19,68
20281,-4075,1.0001,112.98,33.85,116.42,0.00,2420281.5,0.543,2420261.38,25
20350,-1154,1.0032,71.05,271.51,13.98,0.00,2420350.5,3.747,2420343.90,10
20452,7.053,0.9038,76.86,2.40,265.28,5.52,2420452.5,0.678,2420347.63,5
20684,-3647,1.0003,54.79,73.45,247.78,-0.00,2420684.5,1.005,2420696.15,77
20762,-491.1,1.0009,52.41,77.64,116.36,-0.00,2420762.5,0.463,2420784.12,7
21379,2917,0.9994,25.66,184.46,120.62,360.00,2421379.5,1.686,2421396.57,69
21318,27.4,0.9931,32.69,88.67,121.31,359.92,2421318.5,0.190,2421329.68,11
21373,-1.181e+04,1.0001,158.74,10.83,119.15,0.00,2421373.5,0.764,2421367.21,45
21750,,1.0000,69.71,18.84,194.91,,2421750.9,1.102,2421750.88,3
21932,3.542,0.4683,5.57,118.96,279.29,9.72,2421932.5,1.883,2421866.79,22
22219,5037,0.9998,46.38,122.10,185.76,360.00,2422219.5,1.115,2422300.32,18
22326,,1.0000,123.17,316.71,276.58,,2422326.7,0.298,2422326.67,
22700,193.6,0.9941,22.03,108.83,340.89,0.01,2422700.5,1.148,2422670.01,5
22789,-1752,1.0006,132.19,269.44,64.49,-0.00,2422789.5,1.008,2422819.95,20
22830,17.1,0.9347,22.35,67.13,97.48,0.22,2422830.5,1.116,2422814.88,27
22991,125,0.9870,32.45,275.60,183.68,0.00,2422991.3,1.629,2422991.27,70
23398,-2931,1.0008,51.46,221.58,118.30,0.00,2423398.5,2.259,2423354.03,61
23423,147.4,0.9937,23.37,263.06,264.48,0.00,2423423.7,0.924,2423423.72,65
23741,,1.0000,113.79,227.74,255.32,,2423741.8,0.778,2423741.85,4
23840,1252,0.9986,72.33,115.07,271.44,-0.00,2423840.5,1.756,2423858.45,63
24056,276.1,0.9985,120.11,81.15,66.50,0.00,2424056.5,0.406,2424033.32,8
24400,-1719,1.0024,146.71,358.54,205.76,0.00,2424400.5,4.181,2424400.45,59
24360,334.4,0.9951,26.98,7.04,259.28,-0.00,2424360.5,1.633,2424361.37,283
24240,-1834,1.0006,100.02,319.11,36.18,-0.00,2424240.5,1.109,2424242.01,201
24491,-1512,1.0005,144.60,141.78,126.13,0.00,2424491.8,0.764,2424491.77,164
24440,-4100,1.0004,49.33,335.61,106.40,0.00,2424440.5,1.566,2424426.47,129
24558,,1.0000,123.00,283.46,354.89,,2424558.5,0.323,2424558.47,28
24520,176.7,0.9924,128.30,137.13,328.26,0.00,2424520.5,1.345,2424518.30,47
24918,,1.0000,92.36,19.82,231.86,,2424918.5,1.036,2424926.00,33
24913,-632.2,1.0012,83.67,109.60,224.16,0.00,2424913.5,0.750,2424879.82,7
24998,-2913,1.0013,87.69,215.66,11.07,0.00,2424998.5,3.685,2424961.90,17
25240,1101,0.9998,85.11,78.24,47.16,0.00,2425240.5,0.176,2425232.68,34
25998,691.6,0.9990,124.51,179.97,157.49,0.00,2425998.8,0.672,2425998.81,212
25992,581.7,0.9981,99.88,148.53,325.08,0.00,2425992.1,1.087,2425992.11,33
26080,-3967,1.0005,71.97,117.37,24.63,-0.00,2426080.5,2.079,2426084.62,249
26080,61.72,0.9922,67.14,91.24,46.96,0.03,2426080.5,0.482,2426064.30,260
26133,,1.0000,97.09,279.26,320.97,,2426133.5,1.153,2426106.94,54
26619,48.55,0.9785,42.30,192.25,320.09,0.34,2426619.5,1.046,2426504.25,33
26560,111.2,0.9993,169.29,102.28,168.15,-0.02,2426560.5,0.075,2426579.41,25
26760,45.01,0.9721,74.28,213.48,303.52,-0.02,2426760.5,1.254,2426766.43,121
26825,,1.0000,58.03,18.82,110.28,,2426825.5,2.328,2426676.26,4
26929,-3461,1.0005,78.39,246.09,69.79,-0.00,2426929.5,1.647,2426975.05,65
27167,3278,0.9993,124.98,216.08,329.63,0.00,2427167.5,2.313,2426971.38,15
26951,44.73,0.9768,71.72,345.47,38.47,360.00,2426951.5,1.037,2426952.35,41
27093,39.53,0.9714,24.50,78.60,327.35,0.09,2427093.5,1.131,2427072.02,12
27132,7.872e+05,1.0000,86.68,312.47,135.98,0.00,2427132.5,1.001,2427110.20,14
27861,93.54,0.9913,65.42,92.44,18.40,0.00,2427861.5,0.811,2427859.97,32
27687,,1.0000,141.95,74.21,124.31,,2427687.4,3.486,2427687.42,3
28280,-1977,1.0020,66.11,300.56,44.90,-0.00,2428280.5,4.043,2428300.14,107
28352,139.9,0.9921,78.55,134.94,148.48,360.00,2428352.5,1.100,2428358.46,55
28360,92.39,0.9944,121.94,265.01,45.85,-0.01,2428360.5,0.518,2428365.32,65
28675,-1.068e+04,1.0002,41.55,128.61,107.74,-0.00,2428675.5,1.734,2428704.56,53
28609,31.97,0.9806,26.01,58.27,31.46,0.13,2428609.5,0.619,2428586.03,17
28741,-2280,1.0004,146.41,59.42,114.83,-0.00,2428741.5,0.863,2428761.16,25
28480,71.04,0.9725,11.58,97.80,147.49,-0.01,2428480.5,1.954,2428486.75,58
29302,157.5,0.9955,63.53,289.61,169.02,0.00,2429302.5,0.716,2429301.35,53
29390,62.17,0.9915,138.17,312.35,89.15,0.05,2429390.5,0.528,2429363.61,14
29600,336.6,0.9972,92.95,197.11,126.78,0.00,2429600.5,0.945,2429573.13,61
29920,56.49,0.9808,54.69,135.06,235.74,0.02,2429920.5,1.082,2429910.75,51
30000,-758.2,1.0005,49.89,296.59,199.57,-0.00,2430000.5,0.368,2430010.73,189
29840,-727.7,1.0015,133.11,128.07,329.68,-0.00,2429840.5,1.062,2429857.26,19
30014,50.16,0.9812,26.28,329.79,132.73,0.00,2430014.9,0.942,2430014.88,29
30040,879.8,0.9991,168.20,43.11,268.70,0.00,2430040.5,0.790,2430022.16,130
30240,-3600,1.0002,94.52,257.56,85.32,-0.00,2430240.5,0.875,2430240.68,318
30447,-1419,1.0010,79.45,340.93,223.41,-0.00,2430447.5,1.445,2430480.33,8
30503,-3480,1.0012,172.51,281.04,163.64,-0.00,2430503.5,4.113,2430629.90,35
30406,19.4,0.9336,38.00,172.29,335.22,0.00,2430406.3,1.287,2430406.32,34
30760,173.5,0.9922,19.71,100.80,39.84,-0.00,2430760.5,1.354,2430762.22,166
30958,,1.0000,161.32,83.39,36.41,,2430958.0,0.758,2430958.05,3
31061,1795,0.9995,136.18,58.63,33.09,360.00,2431061.5,0.874,2431101.76,12
31201,355.8,0.9932,17.30,29.07,238.94,359.96,2431201.5,2.411,2431459.50,5
31280,-1068,1.0021,95.01,203.50,336.97,-0.00,2431280.5,2.226,2431289.11,25
31592,,1.0000,156.51,255.05,280.12,,2431592.6,0.998,2431592.65,3
31806,,1.0000,49.48,326.20,216.71,,2431806.8,0.194,2431806.78,7
31817,,1.0000,141.87,351.20,72.06,,2431817.5,0.008,2431817.47,4
31920,-1475,1.0012,72.84,129.66,54.33,-0.00,2431920.5,1.724,2431923.76,183
31981,1802,0.9994,169.56,301.95,22.23,0.00,2431981.5,1.018,2431951.95,6
32262,-1161,1.0010,56.96,238.34,320.41,0.00,2432262.5,1.136,2432120.27,11
32197,-3935,1.0006,108.18,35.56,348.62,-0.00,2432197.5,2.408,2432223.86,34
32293,205.6,0.9973,39.29,353.90,303.76,359.99,2432293.5,0.560,2432326.46,15
32289,,1.0000,129.17,323.06,182.12,,2432289.5,0.962,2432309.41,23
32329,-1.568e+06,1.0000,111.43,233.06,357.31,-0.00,2432329.5,1.403,2432336.52,8
32639,-167.6,1.0168,97.32,311.76,8.85,0.12,2432639.5,2.808,2432383.34,3
32557,-2180,1.0003,140.57,271.44,350.21,-0.00,2432557.5,0.748,2432597.92,42
32528,-554.5,1.0014,106.29,312.63,221.22,0.00,2432528.5,0.753,2432507.41,7
32836,-3637,1.0004,77.51,199.31,61.91,0.00,2432836.5,1.500,2432598.13,4
32981,-2265,1.0009,92.92,247.66,66.91,0.00,2432981.5,2.107,2432688.14,12
32727,-200.5,1.0010,23.19,203.66,317.15,0.01,2432727.5,0.207,2432687.46,17
33356,4659,0.9995,130.27,120.60,229.97,0.00,2433356.5,2.517,2433037.66,20
32650,,1.0000,53.23,140.41,191.84,,2432650.5,4.708,2432650.45,36
33246,-4688,1.0007,155.08,122.13,73.55,0.00,2433246.5,3.268,2432432.38,19
32926,1575,0.9999,23.12,211.04,107.25,0.00,2432926.5,0.135,2432851.93,17
32840,509.2,0.9975,87.61,67.67,274.21,-0.00,2432840.5,1.273,2432847.37,24
33565,-3568,1.0007,131.35,222.33,40.09,0.00,2433565.5,2.553,2433300.79,18
33411,1690,0.9988,105.77,309.71,89.53,0.00,2433411.5,2.058,2433216.05,30
33689,-2113,1.0012,144.16,38.89,192.47,0.00,2433689.5,2.572,2433661.54,32
33722,,1.0000,87.90,311.22,68.60,,2433722.5,0.719,2433676.93,17
33902,3293,0.9998,152.53,76.89,269.62,360.00,2433902.5,0.740,2434024.45,23
34058,3.428,0.5143,16.35,128.48,343.03,16.87,2434058.5,1.665,2433949.87,7
34195,77.5,0.9834,112.03,122.36,144.90,0.03,2434195.5,1.283,2434172.22,60
34232,4848,0.9998,45.55,188.64,96.58,0.00,2434232.5,1.202,2434208.75,30
34343,411.4,0.9960,59.12,221.39,191.63,360.00,2434343.5,1.665,2434382.92,5
34501,-4067,1.0002,97.18,343.58,253.82,0.00,2434501.5,0.778,2434402.36,6
34567,403.2,0.9975,93.86,275.89,85.74,0.01,2434567.5,1.022,2434523.94,7
34830,-1195,1.0008,53.23,3.03,194.38,-0.00,2434830.5,0.970,2434930.85,39
34723,2.19e+04,1.0000,13.57,115.25,94.07,360.00,2434723.5,0.072,2434767.17,8
34948,3209,0.9994,136.64,292.73,1.42,0.00,2434948.5,2.061,2434760.55,9
34957,-3300,1.0002,88.54,75.57,254.73,-0.00,2434957.5,0.746,2434984.17,10
35055,-10.61,1.0737,115.18,123.99,5.11,4.57,2435055.5,0.781,2434895.42,4
35369,-6929,1.0006,100.39,265.34,144.67,0.00,2435369.5,3.870,2435332.83,35
35699,-885.7,1.0046,79.60,72.88,57.31,0.01,2435699.5,4.077,2435499.23,57
35336,-2543,1.0018,123.93,321.34,73.76,0.00,2435336.5,4.496,2434825.53,17
35302,49.54,0.9892,86.50,48.94,32.51,0.11,2435302.5,0.534,2435262.66,21
35335,248.2,0.9942,50.03,303.47,13.22,0.01,2435335.5,1.427,2435300.04,28
35359,-796.2,1.0011,107.52,339.42,348.20,0.00,2435359.5,0.885,2435323.56,43
35568,,1.0000,147.45,226.72,81.00,,2435568.5,0.842,2435577.11,4
36028,-1274,1.0002,119.94,215.86,308.77,0.00,2436028.5,0.316,2435936.53,57
36272,536.2,0.9993,93.96,68.32,40.32,0.02,2436272.5,0.355,2436051.93,16
36177,,1.0000,156.72,210.88,277.61,,2436177.6,0.539,2436177.63,9
36319,1.577e+04,0.9999,15.79,151.19,16.47,0.00,2436319.5,1.323,2436309.80,22
36679,1.05e+04,0.9998,61.26,323.78,100.74,0.00,2436679.5,1.628,2436639.02,40
36760,-466.8,1.0027,12.83,105.73,186.51,-0.00,2436760.5,1.251,2436767.06,29
36832,-878.8,1.0013,48.26,159.92,124.71,0.00,2436832.5,1.150,2436798.11,22
36815,-384.5,1.0004,108.04,225.84,300.54,-0.00,2436815.5,0.166,2436827.38,14
37072,1.116e+05,1.0000,19.64,100.62,84.69,0.00,2437072.5,1.253,2436885.73,19
37028,-1694,1.0003,159.60,252.64,306.63,0.00,2437028.5,0.504,2437014.50,35
36988,6968,0.9998,69.50,83.78,273.24,0.00,2436988.5,1.171,2436839.21,9
37245,-1.28e+04,1.0003,125.47,307.27,46.49,0.00,2437245.5,4.268,2436913.85,24
37308,15.03,0.9303,151.17,177.29,138.76,359.44,2437308.5,1.047,2437341.47,8
37565,496.1,0.9999,24.21,298.94,270.70,0.01,2437565.5,0.040,2437498.00,8
38161,205.4,0.9896,153.28,155.44,233.56,0.05,2438161.5,2.133,2438008.72,80
37615,86.78,0.9922,155.71,247.36,126.59,0.04,2437615.5,0.681,2437583.15,15
37814,-7039,1.0000,65.01,304.68,11.47,0.00,2437814.5,0.031,2437756.16,32
37796,,1.0000,72.87,79.82,72.14,,2437796.5,0.653,2437774.70,11
38145,95.55,0.9934,160.65,53.22,336.30,0.04,2438145.5,0.632,2438109.97,33
38164,738.8,0.9979,86.22,43.47,146.62,0.00,2438164.5,1.537,2438155.38,25
38327,91.15,0.9999,144.59,8.05,86.23,0.07,2438327.5,0.005,2438265.47,12
38628,123,0.9959,161.83,309.87,58.42,0.04,2438628.5,0.500,2438577.12,16
38604,55.9,0.9853,171.92,269.95,290.77,359.99,2438604.5,0.822,2438608.72,36
38682,359.4,0.9965,67.97,280.45,20.69,0.01,2438682.5,1.259,2438630.69,40
39044,-3753,1.0003,65.01,175.62,150.52,-0.00,2439044.5,1.294,2439059.64,29
39377,4588,0.9995,40.26,156.05,154.49,360.00,2439377.5,2.385,2439426.58,208
39381,1068,0.9981,28.71,167.69,136.17,0.00,2439381.5,2.019,2439233.28,90
39391,-1.901e+04,1.0000,48.28,107.66,50.04,0.00,2439391.5,0.882,2439342.82,23
39448,-1074,1.0004,9.08,75.71,79.79,-0.00,2439448.5,0.419,2439511.38,49
39535,4712,0.9999,106.47,200.52,144.29,360.00,2439535.5,0.457,2439563.24,18
39556,,1.0000,99.11,306.85,173.26,,2439556.5,1.327,2439552.03,37
39694,,1.0000,56.71,32.29,78.94,,2439694.5,0.178,2439658.29,39
39933,2011,0.9992,129.32,255.32,70.86,0.00,2439933.5,1.697,2439912.21,197
39993,179.8,0.9962,102.17,233.11,50.45,0.00,2439993.5,0.680,2439992.77,35
40039,,1.0000,61.77,254.72,353.98,,2440039.5,1.234,2440012.00,23
40103,-1620,1.0007,143.24,106.75,88.72,0.00,2440103.5,1.160,2440076.42,137
40118,,1.0000,93.17,319.40,26.86,,2440118.5,1.771,2440089.35,52
40151,,1.0000,127.91,253.29,282.80,,2440151.5,1.099,2440164.34,35
40153,4.053e+04,0.9999,135.13,209.22,101.49,0.00,2440153.5,2.603,2439946.39,15
40266,705.9,0.9953,45.23,16.11,82.58,0.00,2440266.5,3.316,2440233.76,43
40479,,1.0000,8.93,192.40,299.02,,2440479.5,0.774,2440506.95,69
