"epoch.mjd","a","e","i","om","w","ma","epoch","q","tp","n_obs_used"
52086,,1.0000,143.14,12.44,90.57,,2452086.8,0.007,2452086.80,19
52088,,1.0000,144.66,1.92,80.95,,2452088.0,0.005,2452088.04,44
52087,,1.0000,145.62,353.22,72.49,,2452087.6,0.005,2452087.56,13
52216,26.66,0.8011,28.08,293.92,5.48,0.97,2452216.5,5.303,2452081.71,93
52088,,1.0000,145.09,4.48,82.95,,2452088.1,0.006,2452088.10,6
52096,,1.0000,95.09,302.92,114.59,,2452096.8,0.005,2452096.80,12
52351,-2522,1.0011,138.54,52.80,151.90,-0.00,2452351.5,2.669,2452506.16,884
52107,,1.0000,144.49,0.10,79.04,,2452107.4,0.005,2452107.44,21
52172,2189,0.9978,90.93,328.72,280.89,0.01,2452172.5,4.819,2451468.84,73
52248,13.3,0.9253,80.25,10.56,116.42,357.96,2452248.5,0.994,2452348.71,882
52127,,1.0000,29.90,140.14,72.08,,2452127.0,0.011,2452127.03,16
52137,,1.0000,144.76,1.34,79.84,,2452137.3,0.005,2452137.30,12
52180,171.3,0.9659,66.95,139.26,175.46,0.00,2452180.5,5.834,2452173.37,77
52148,,1.0000,106.63,155.03,268.11,,2452148.0,0.037,2452148.01,47
53140,-1398,1.0007,99.64,210.28,1.20,-0.00,2453140.5,0.962,2453141.47,2617
52207,7.994,0.8239,56.86,22.14,43.33,359.33,2452207.5,1.408,2452222.97,369
52143,,1.0000,13.28,43.95,54.77,,2452143.3,0.044,2452143.30,12
52146,,1.0000,13.07,44.76,56.22,,2452146.3,0.045,2452146.31,11
52138,,1.0000,144.77,355.98,71.96,,2452138.4,0.007,2452138.44,13
52157,,1.0000,144.42,9.73,88.32,,2452157.4,0.005,2452157.36,129
52158,,1.0000,144.19,12.11,91.07,,2452158.3,0.006,2452158.28,13
52161,,1.0000,138.72,337.75,56.31,,2452161.3,0.007,2452161.30,14
52163,,1.0000,144.67,8.92,87.24,,2452163.9,0.007,2452163.87,16
52165,,1.0000,73.77,85.28,57.36,,2452165.3,0.037,2452165.30,7
52159,,1.0000,13.58,42.19,59.63,,2452159.2,0.044,2452159.17,11
52159,,1.0000,12.47,48.90,53.31,,2452159.8,0.047,2452159.82,5
52639,-1281,1.0016,30.57,14.17,121.49,-0.00,2452639.5,2.058,2452658.20,3261
52187,53.46,0.9299,139.13,330.12,285.17,0.31,2452187.5,3.749,2452062.86,39
52181,,1.0000,144.40,2.68,81.06,,2452181.5,0.005,2452181.47,25
52181,,1.0000,144.46,9.39,89.55,,2452181.9,0.005,2452181.93,12
52191,,1.0000,72.87,72.56,57.41,,2452191.7,0.036,2452191.67,8
52195,,1.0000,143.82,5.30,80.74,,2452195.6,0.007,2452195.56,23
52198,,1.0000,55.26,327.74,179.51,,2452198.3,0.048,2452198.27,23
52198,,1.0000,146.71,358.68,80.61,,2452198.4,0.006,2452198.41,5
52189,,1.0000,144.85,7.44,91.47,,2452189.7,0.005,2452189.69,18
52199,,1.0000,144.36,7.79,88.10,,2452199.4,0.005,2452199.40,5
52200,,1.0000,142.98,7.05,80.50,,2452200.2,0.006,2452200.22,7
52200,,1.0000,144.58,8.62,87.65,,2452200.4,0.005,2452200.43,33
52200,,1.0000,144.21,2.99,82.05,,2452200.8,0.005,2452200.83,47
52201,,1.0000,144.11,3.70,81.84,,2452201.6,0.005,2452201.57,22
52358,1150,0.9962,107.26,115.23,85.72,360.00,2452358.5,4.406,2452495.16,110
52202,,1.0000,143.87,357.28,77.76,,2452202.4,0.006,2452202.43,62
52201,,1.0000,143.94,8.56,93.27,,2452201.5,0.005,2452201.49,9
52206,,1.0000,144.50,9.19,86.65,,2452206.4,0.005,2452206.41,78
52213,,1.0000,145.23,4.08,85.20,,2452213.9,0.005,2452213.89,8
52215,,1.0000,143.76,337.44,60.98,,2452215.2,0.007,2452215.24,6
52218,,1.0000,145.40,11.81,88.93,,2452218.0,0.005,2452218.03,12
52225,,1.0000,146.86,349.53,73.25,,2452225.2,0.005,2452225.17,6
52226,,1.0000,144.84,4.71,85.68,,2452226.6,0.005,2452226.60,6
52227,,1.0000,145.60,358.22,77.37,,2452228.0,0.005,2452227.96,10
52215,,1.0000,69.76,73.64,54.87,,2452216.0,0.037,2452215.98,8
52247,2237,0.9989,118.65,91.94,6.16,360.00,2452247.5,2.399,2452268.40,101
52248,17.93,0.9414,115.91,113.36,142.09,359.75,2452248.5,1.051,2452267.42,350
52236,,1.0000,141.95,13.58,88.11,,2452236.2,0.006,2452236.22,5
52240,,1.0000,140.34,18.18,92.69,,2452240.4,0.006,2452240.39,7
52280,574,0.9970,115.63,336.07,202.20,360.00,2452280.5,1.698,2452282.59,203
52246,,1.0000,147.82,336.54,60.24,,2452246.3,0.005,2452246.27,8
52248,,1.0000,138.71,23.35,97.31,,2452248.4,0.006,2452248.41,6
52250,,1.0000,147.01,328.76,50.77,,2452250.1,0.005,2452250.11,9
52251,,1.0000,147.30,353.27,73.18,,2452251.9,0.008,2452251.93,9
52256,,1.0000,72.28,74.35,56.15,,2452256.4,0.037,2452256.36,13
52256,,1.0000,142.15,309.62,29.88,,2452256.7,0.008,2452256.67,10
52259,,1.0000,73.46,73.79,56.74,,2452259.0,0.036,2452259.05,9
52260,,1.0000,143.80,5.16,84.14,,2452260.4,0.005,2452260.37,13
52260,,1.0000,145.34,6.49,85.06,,2452260.4,0.007,2452260.37,7
52262,,1.0000,144.61,324.05,42.87,,2452262.1,0.007,2452262.12,10
52266,,1.0000,144.61,8.83,87.04,,2452266.5,0.005,2452266.48,51
52431,17.18,0.7258,14.06,81.81,18.91,2.64,2452431.5,4.711,2452241.06,124
52383,17.21,0.7265,14.05,81.93,19.26,1.85,2452383.5,4.707,2452249.17,204
52495,-545.3,1.0094,48.08,136.53,329.53,0.01,2452495.5,5.152,2452389.19,284
52275,,1.0000,72.13,75.45,61.50,,2452275.8,0.037,2452275.84,8
52314,9.918,0.7710,51.02,58.19,76.16,357.79,2452314.5,2.271,2452384.51,92
52326,1384,0.9972,152.87,54.32,257.07,360.00,2452326.5,3.842,2452371.33,52
52316,-1113,1.0054,73.69,289.36,123.14,0.00,2452316.5,6.056,2452291.17,50
52417,9058,0.9996,104.88,242.96,159.93,0.00,2452417.5,3.254,2452375.32,206
52311,,1.0000,141.83,355.39,79.37,,2452311.5,0.005,2452311.54,12
52317,,1.0000,144.46,0.34,78.76,,2452317.2,0.005,2452317.16,19
52813,9.816,0.7915,145.46,147.44,126.19,0.03,2452813.5,2.047,2452812.60,818
52328,,1.0000,143.09,358.77,81.67,,2452328.4,0.006,2452328.36,19
52336,,1.0000,145.49,9.11,83.70,,2452336.6,0.006,2452336.59,19
52416,-1859,1.0008,92.54,244.58,9.03,0.00,2452416.5,1.466,2452327.29,905
52349,,1.0000,144.69,8.96,87.60,,2452349.9,0.005,2452349.94,24
52357,6.49,0.5939,4.97,330.38,166.89,5.66,2452357.5,2.636,2452262.62,59
52369,952.8,0.9995,80.88,289.03,125.90,360.00,2452369.5,0.438,2452387.40,161
52354,,1.0000,144.03,4.73,84.28,,2452354.7,0.005,2452354.68,22
52359,,1.0000,146.11,6.72,90.92,,2452359.0,0.005,2452359.01,6
52367,,1.0000,133.92,106.02,262.32,,2452367.3,0.034,2452367.33,22
52369,,1.0000,144.84,3.48,83.09,,2452369.4,0.005,2452369.41,9
52381,,1.0000,46.89,158.87,355.93,,2452381.2,0.079,2452381.20,200
52369,,1.0000,143.90,14.29,89.24,,2452369.3,0.005,2452369.31,4
52377,,1.0000,144.26,5.63,77.39,,2452377.7,0.007,2452377.74,13
52382,,1.0000,142.51,349.27,71.16,,2452382.9,0.007,2452382.85,48
52416,275.5,0.9941,110.50,269.00,20.42,0.01,2452416.5,1.635,2452356.91,369
52382,,1.0000,145.88,4.29,87.61,,2452382.6,0.005,2452382.59,8
52382,,1.0000,145.42,359.38,78.94,,2452383.0,0.005,2452382.98,5
52383,,1.0000,137.98,307.81,43.57,,2452383.9,0.005,2452383.88,5
52391,,1.0000,142.42,18.23,88.00,,2452391.2,0.007,2452391.18,11
52388,,1.0000,145.43,5.76,87.71,,2452388.9,0.006,2452388.87,10
52385,,1.0000,69.34,73.71,55.83,,2452385.5,0.034,2452385.47,9
52396,,1.0000,145.64,0.57,81.48,,2452396.6,0.005,2452396.64,7
52398,,1.0000,143.53,15.62,91.51,,2452398.4,0.005,2452398.41,6
52409,,1.0000,139.42,337.34,61.72,,2452409.5,0.007,2452409.52,67
52726,3.068e+04,0.9999,46.53,70.88,230.71,360.00,2452726.5,3.634,2452915.68,225
52928,-5001,1.0011,117.23,314.11,74.83,0.00,2452928.5,5.727,2452901.81,590
52409,,1.0000,143.35,11.71,88.16,,2452409.6,0.005,2452409.63,7
52410,,1.0000,143.53,8.35,85.52,,2452410.9,0.005,2452410.91,9
52408,,1.0000,140.93,340.02,63.39,,2452408.2,0.008,2452408.17,4
52448,8871,0.9996,89.72,280.55,4.46,0.00,2452448.5,3.230,2452441.95,72
52450,762.8,0.9931,130.90,294.56,26.67,0.01,2452450.5,5.235,2452280.34,136
52413,,1.0000,142.51,13.19,90.41,,2452413.6,0.005,2452413.62,9
52467,17.53,0.8423,94.06,308.10,24.43,359.99,2452467.5,2.765,2452468.47,243
52418,,1.0000,143.68,15.52,92.69,,2452418.6,0.005,2452418.56,9
52419,,1.0000,139.90,341.98,65.22,,2452419.7,0.008,2452419.68,30
52420,,1.0000,144.52,12.54,89.88,,2452420.4,0.005,2452420.41,13
52420,,1.0000,141.85,15.75,91.17,,2452420.6,0.005,2452420.58,8
52420,,1.0000,143.26,15.08,91.51,,2452421.0,0.006,2452420.95,8
52425,,1.0000,141.09,17.22,92.21,,2452425.9,0.005,2452425.94,8
52421,,1.0000,143.35,9.39,86.59,,2452421.6,0.005,2452421.58,8
52431,,1.0000,143.44,17.21,93.80,,2452431.5,0.005,2452431.53,8
52432,,1.0000,147.52,345.87,67.74,,2452432.1,0.005,2452432.14,11
52433,,1.0000,143.32,12.96,90.70,,2452433.1,0.007,2452433.12,15
52433,,1.0000,144.37,13.56,91.07,,2452433.2,0.005,2452433.21,17
52437,,1.0000,145.52,329.14,51.00,,2452437.3,0.006,2452437.33,7
52434,,1.0000,143.30,0.46,80.51,,2452434.2,0.006,2452434.20,9
52439,,1.0000,145.89,346.92,67.22,,2452439.7,0.005,2452439.66,8
52441,,1.0000,146.04,350.37,71.19,,2452441.2,0.005,2452441.25,33
53275,4433,0.9984,68.44,110.45,231.43,0.00,2453275.5,7.033,2453101.48,330
52446,,1.0000,144.96,7.31,85.64,,2452446.6,0.005,2452446.63,11
52444,,1.0000,139.55,339.00,62.81,,2452444.1,0.007,2452444.14,100
52449,,1.0000,146.35,344.39,63.47,,2452449.6,0.006,2452449.65,9
52452,,1.0000,145.41,335.55,53.69,,2452452.9,0.006,2452452.93,9
52453,,1.0000,145.65,7.18,84.90,,2452453.9,0.005,2452453.93,13
52454,,1.0000,142.86,15.24,93.28,,2452454.7,0.005,2452454.74,13
52454,,1.0000,143.30,14.18,92.13,,2452454.8,0.005,2452454.75,9
52442,,1.0000,134.08,8.17,89.69,,2452442.3,0.006,2452442.34,11
52464,,1.0000,136.62,19.83,100.02,,2452464.5,0.005,2452464.52,6
52467,,1.0000,13.80,52.93,54.78,,2452467.4,0.049,2452467.42,14
52473,,1.0000,144.77,0.95,80.05,,2452473.3,0.005,2452473.33,19
52473,,1.0000,144.72,11.84,89.46,,2452473.5,0.005,2452473.45,25
52473,,1.0000,144.38,3.81,82.01,,2452473.1,0.005,2452473.09,8
52499,-907.3,1.0009,73.13,321.04,105.94,-0.00,2452499.5,0.776,2452549.48,1195
52497,347.4,0.9986,58.62,330.95,78.75,360.00,2452497.5,0.495,2452526.95,215
52736,-3286,1.0003,98.74,12.80,252.07,-0.00,2452736.5,0.903,2452905.07,1606
52571,413.8,0.9842,34.61,310.67,347.76,0.04,2452571.5,6.530,2452236.67,99
52497,,1.0000,143.87,6.38,85.75,,2452497.9,0.005,2452497.91,13
52499,,1.0000,73.84,75.81,56.57,,2452499.2,0.036,2452499.17,11
52521,58.94,0.9779,96.77,154.29,125.47,0.04,2452521.5,1.303,2452504.28,166
52515,776.3,0.9983,96.90,154.15,125.70,0.00,2452515.5,1.306,2452505.52,75
52574,-789.1,1.0016,149.16,33.75,133.31,-0.00,2452574.5,1.243,2452597.70,571
52510,,1.0000,65.96,70.92,81.75,,2452510.2,0.010,2452510.17,5
52511,,1.0000,144.80,11.70,89.26,,2452511.5,0.005,2452511.54,42
52512,,1.0000,13.70,50.38,51.16,,2452512.4,0.048,2452512.43,19
52505,,1.0000,22.45,19.58,207.89,,2452505.9,0.030,2452505.92,26
52514,,1.0000,13.54,50.99,51.02,,2452514.0,0.048,2452514.00,13
52516,,1.0000,145.38,359.80,79.71,,2452516.7,0.005,2452516.68,8
52505,,1.0000,144.02,3.57,82.08,,2452505.6,0.005,2452505.64,10
52514,,1.0000,144.31,2.15,80.71,,2452514.2,0.005,2452514.23,12
52516,,1.0000,145.34,359.96,80.63,,2452516.7,0.008,2452516.67,6
52520,,1.0000,22.19,70.43,33.67,,2452520.0,0.049,2452520.04,32
52737,-1482,1.0026,161.10,54.30,45.07,-0.00,2452737.5,3.869,2452803.98,1261
52520,,1.0000,28.31,85.69,20.16,,2452520.8,0.052,2452520.80,35
53575,3.216,0.9853,14.12,13.21,45.73,179.91,2453575.5,0.047,2452522.68,64
52531,,1.0000,144.64,5.94,77.38,,2452531.6,0.005,2452531.58,10
52531,,1.0000,144.72,12.27,88.52,,2452531.8,0.005,2452531.82,21
52533,,1.0000,75.95,59.71,63.49,,2452533.2,0.034,2452533.25,7
52536,,1.0000,144.31,3.76,81.07,,2452536.6,0.005,2452536.62,64
52535,,1.0000,145.05,8.25,83.66,,2452535.7,0.006,2452535.68,26
52535,,1.0000,13.51,50.81,50.98,,2452535.7,0.048,2452535.72,50
52536,,1.0000,14.03,49.01,52.01,,2452536.8,0.047,2452536.83,14
52538,,1.0000,146.22,7.28,87.71,,2452538.6,0.005,2452538.60,7
53663,3.224,0.9848,13.58,50.19,52.17,191.61,2453663.5,0.049,2454652.33,39
52539,,1.0000,144.46,3.36,79.66,,2452539.5,0.005,2452539.54,30
52541,,1.0000,144.27,5.64,83.50,,2452541.8,0.005,2452541.77,18
52544,,1.0000,144.17,4.59,81.57,,2452544.1,0.005,2452544.14,15
52547,,1.0000,13.68,50.70,51.84,,2452547.8,0.048,2452547.84,64
52551,,1.0000,70.94,70.73,57.79,,2452551.8,0.037,2452551.84,7
52556,,1.0000,144.21,11.38,82.88,,2452556.9,0.008,2452556.89,22
52848,7.652,0.5573,11.01,209.05,217.58,1.44,2452848.5,3.387,2452817.53,426
52959,-1264,1.0005,160.58,94.86,157.74,-0.00,2452959.5,0.615,2453118.56,4397
52564,,1.0000,145.90,6.96,89.53,,2452564.2,0.006,2452564.23,13
52641,-2.705e+04,1.0000,59.14,38.78,95.85,0.00,2452641.5,1.209,2452640.49,372
52565,,1.0000,143.12,7.95,84.44,,2452565.2,0.005,2452565.21,7
52570,,1.0000,144.67,9.72,87.34,,2452570.7,0.005,2452570.74,4
52576,,1.0000,144.31,11.48,88.17,,2452576.0,0.005,2452576.04,66
52575,,1.0000,73.06,74.62,56.77,,2452575.8,0.036,2452575.77,17
52578,,1.0000,145.16,2.71,80.55,,2452578.7,0.005,2452578.68,7
52579,,1.0000,143.97,4.42,83.36,,2452579.2,0.005,2452579.19,5
52579,,1.0000,144.17,10.22,86.26,,2452579.3,0.005,2452579.29,8
52634,1011,0.9999,81.71,64.09,152.17,360.00,2452634.5,0.099,2452688.80,1510
52865,5019,0.9986,166.78,20.23,314.68,0.00,2452865.5,6.812,2452773.19,317
52588,,1.0000,144.48,9.49,87.03,,2452588.2,0.005,2452588.19,14
52588,,1.0000,72.50,74.75,56.33,,2452588.2,0.036,2452588.22,14
52590,,1.0000,34.24,86.61,19.13,,2452590.9,0.051,2452590.92,28
52592,,1.0000,138.73,331.90,57.93,,2452592.4,0.008,2452592.38,24
52594,,1.0000,143.67,8.80,86.62,,2452594.7,0.005,2452594.73,8
53980,201.6,0.9663,70.52,35.02,100.05,0.07,2453980.5,6.797,2453773.34,1292
52595,,1.0000,138.86,320.24,48.93,,2452595.4,0.007,2452595.44,10
52596,,1.0000,144.15,11.08,88.69,,2452596.7,0.007,2452596.74,16
52597,,1.0000,142.31,12.58,88.62,,2452597.6,0.005,2452597.62,9
52598,,1.0000,144.06,12.68,88.32,,2452598.4,0.005,2452598.42,6
52599,,1.0000,143.67,8.42,85.91,,2452599.5,0.005,2452599.47,52
52599,,1.0000,141.93,13.31,89.07,,2452599.2,0.005,2452599.23,6
52600,,1.0000,139.69,327.04,53.52,,2452600.8,0.008,2452600.80,11
52601,,1.0000,139.37,339.16,63.01,,2452601.6,0.007,2452601.62,19
52602,,1.0000,144.03,6.73,84.98,,2452602.2,0.005,2452602.20,31
52603,,1.0000,141.11,18.30,92.75,,2452603.3,0.005,2452603.30,5
52603,,1.0000,143.17,13.74,90.40,,2452604.0,0.005,2452603.98,5
52607,,1.0000,144.49,4.32,83.42,,2452607.5,0.005,2452607.49,53
52606,,1.0000,143.49,9.07,87.37,,2452606.8,0.005,2452606.84,8
52607,,1.0000,143.16,9.30,87.12,,2452607.6,0.005,2452607.60,8
52608,,1.0000,145.16,9.26,88.01,,2452608.0,0.007,2452608.04,6
52608,,1.0000,136.41,357.85,73.78,,2452608.1,0.009,2452608.07,5
52608,,1.0000,138.52,26.89,99.11,,2452608.2,0.006,2452608.23,9
52750,1372,0.9982,164.09,281.89,207.33,360.00,2452750.5,2.487,2452833.39,1432
52613,,1.0000,141.67,13.32,87.85,,2452613.1,0.005,2452613.07,6
52613,,1.0000,141.31,17.23,91.88,,2452613.2,0.005,2452613.17,5
52659,1194,0.9998,94.15,119.07,187.58,360.00,2452659.5,0.190,2452668.50,514
52610,,1.0000,72.55,74.75,57.43,,2452610.9,0.035,2452610.94,13
52610,,1.0000,137.42,24.10,97.20,,2452610.2,0.005,2452610.22,5
52614,,1.0000,142.08,314.04,39.67,,2452614.1,0.005,2452614.09,8
52614,,1.0000,139.82,331.62,54.29,,2452614.1,0.008,2452614.13,7
52614,,1.0000,143.16,7.94,84.26,,2452614.4,0.005,2452614.44,4
52617,,1.0000,143.40,13.86,91.10,,2452617.9,0.005,2452617.89,8
52618,,1.0000,139.96,25.65,99.76,,2452618.5,0.005,2452618.51,6
52612,,1.0000,137.25,305.70,34.61,,2452612.0,0.005,2452612.04,7
52620,,1.0000,144.59,4.59,83.49,,2452620.8,0.004,2452620.80,44
52622,,1.0000,133.28,33.03,104.95,,2452622.6,0.005,2452622.60,7
52619,,1.0000,145.02,0.57,77.80,,2452619.5,0.005,2452619.52,7
52680,250.6,0.9972,103.78,166.22,128.82,359.98,2452680.5,0.714,2452742.75,760
52628,,1.0000,73.52,74.51,57.48,,2452628.3,0.040,2452628.29,10
52627,,1.0000,146.92,356.64,74.99,,2452627.4,0.005,2452627.44,8
52635,,1.0000,147.76,353.20,71.96,,2452635.0,0.005,2452635.01,9
52772,-1641,1.0070,8.06,154.54,346.61,-0.00,2452772.5,11.427,2452947.80,148
52646,,1.0000,140.05,350.46,76.40,,2452646.8,0.005,2452646.77,9
52655,,1.0000,144.57,9.57,87.65,,2452656.0,0.007,2452655.96,59
52655,,1.0000,144.84,12.29,89.76,,2452655.5,0.005,2452655.55,23
52656,,1.0000,73.36,74.15,56.25,,2452656.6,0.035,2452656.58,20
52658,,1.0000,144.97,7.39,86.68,,2452658.9,0.005,2452658.87,11
52662,,1.0000,144.73,3.77,80.30,,2452662.8,0.005,2452662.79,9
52674,,1.0000,140.05,347.03,74.03,,2452675.0,0.005,2452674.99,14
52680,,1.0000,144.47,11.52,89.57,,2452680.4,0.005,2452680.43,57
52681,,1.0000,142.05,8.91,88.56,,2452681.7,0.005,2452681.71,8
52685,,1.0000,145.05,8.77,86.95,,2452685.1,0.005,2452685.08,16
52687,,1.0000,144.42,1.84,80.73,,2452687.5,0.005,2452687.55,31
52679,,1.0000,146.81,351.72,69.69,,2452679.3,0.005,2452679.26,8
52699,,1.0000,144.70,9.68,87.09,,2452699.6,0.005,2452699.60,20
52927,13.73,0.7636,33.54,137.07,103.86,357.64,2452927.5,3.245,2453049.11,235
52703,,1.0000,144.06,2.57,83.69,,2452703.3,0.005,2452703.28,13
52710,,1.0000,145.29,7.97,85.61,,2452710.6,0.005,2452710.58,15
52714,,1.0000,144.66,9.37,87.98,,2452714.6,0.005,2452714.65,11
52790,20.66,0.8060,70.22,87.49,121.19,359.70,2452790.5,4.008,2452818.96,1150
52735,6.504,0.5422,11.60,359.03,191.59,359.48,2452735.5,2.977,2452744.28,74
52719,,1.0000,144.59,9.82,88.18,,2452719.8,0.005,2452719.80,43
52724,,1.0000,145.06,8.50,84.78,,2452724.5,0.005,2452724.46,14
52729,,1.0000,144.55,10.01,88.12,,2452729.3,0.005,2452729.30,57
52876,-3565,1.0014,66.85,246.09,11.42,0.00,2452876.5,4.916,2452674.15,1472
52744,433.1,0.9964,96.17,24.57,190.67,360.00,2452744.5,1.553,2452759.43,112
52734,,1.0000,169.70,87.61,174.63,,2452734.8,0.017,2452734.80,48
52732,,1.0000,147.49,1.78,82.80,,2452732.3,0.005,2452732.28,6
52736,,1.0000,144.12,4.20,83.04,,2452736.4,0.005,2452736.35,6
52881,2656,0.9992,138.67,19.00,196.14,360.00,2452881.5,2.240,2453058.12,1890
52781,38.16,0.9429,74.22,79.84,155.08,0.02,2452781.5,2.179,2452777.47,189
52852,1.329e+04,0.9998,42.81,269.42,6.48,0.00,2452852.5,2.901,2452753.73,765
52756,,1.0000,71.35,75.17,56.64,,2452757.0,0.035,2452756.98,16
52760,,1.0000,27.05,243.47,80.67,,2452760.1,0.026,2452760.06,11
52760,,1.0000,27.90,242.66,82.57,,2452760.1,0.027,2452760.07,28
52752,,1.0000,144.12,8.63,86.27,,2452752.9,0.005,2452752.88,5
52754,,1.0000,143.76,8.35,84.60,,2452754.5,0.005,2452754.53,10
52758,,1.0000,143.83,5.90,83.06,,2452758.9,0.005,2452758.87,12
52759,,1.0000,137.20,306.78,43.23,,2452759.3,0.005,2452759.30,6
52760,,1.0000,144.35,5.25,85.33,,2452760.8,0.005,2452760.78,4
52839,577.7,0.9911,98.31,122.03,196.03,359.99,2452839.5,5.125,2452923.10,80
52761,,1.0000,143.39,7.47,84.94,,2452761.1,0.005,2452761.12,5
52765,,1.0000,142.82,8.48,84.58,,2452765.7,0.005,2452765.67,5
52765,,1.0000,144.58,12.80,89.29,,2452765.8,0.005,2452765.84,7
52768,,1.0000,143.94,11.87,89.21,,2452768.2,0.005,2452768.22,13
52769,,1.0000,143.08,16.55,90.64,,2452769.7,0.005,2452769.71,14
52775,,1.0000,141.86,349.09,70.61,,2452775.1,0.007,2452775.06,31
52776,,1.0000,144.29,3.18,82.44,,2452776.1,0.005,2452776.11,39
52775,,1.0000,144.18,14.40,90.62,,2452775.6,0.005,2452775.64,9
52789,41.83,0.9501,129.83,250.06,314.48,0.58,2452789.5,2.087,2452629.65,52
52791,,1.0000,39.53,79.08,108.46,,2452791.8,0.139,2452791.75,32
53171,-3404,1.0003,134.25,18.68,198.44,-0.00,2453171.5,1.024,2453292.22,3625
52780,,1.0000,72.50,74.11,55.74,,2452780.9,0.035,2452780.85,16
52789,,1.0000,71.87,73.67,56.44,,2452789.6,0.037,2452789.62,9
52784,,1.0000,144.15,12.35,89.70,,2452784.3,0.005,2452784.32,90
52782,,1.0000,135.87,28.75,95.31,,2452782.4,0.008,2452782.41,8
52784,,1.0000,144.48,1.39,81.52,,2452784.4,0.004,2452784.37,56
52786,,1.0000,144.20,3.91,82.94,,2452786.7,0.005,2452786.70,21
52787,,1.0000,141.58,17.80,92.22,,2452787.1,0.005,2452787.14,7
52789,,1.0000,136.80,4.80,81.85,,2452789.1,0.009,2452789.09,6
52783,,1.0000,148.89,348.81,72.92,,2452783.9,0.006,2452783.88,11
52899,154.4,0.9815,82.05,273.56,119.84,359.94,2452899.5,2.865,2453023.69,492
52793,,1.0000,142.65,18.74,94.51,,2452793.5,0.005,2452793.46,11
52796,,1.0000,141.93,20.72,95.86,,2452796.8,0.005,2452796.81,9
52801,,1.0000,144.23,3.81,82.97,,2452801.1,0.005,2452801.10,85
52800,,1.0000,135.18,32.28,103.35,,2452800.8,0.005,2452800.79,7
52805,,1.0000,133.71,37.11,107.86,,2452805.0,0.006,2452805.03,9
52806,,1.0000,141.60,14.55,91.79,,2452806.6,0.004,2452806.59,13
52807,,1.0000,144.57,0.22,79.70,,2452807.1,0.004,2452807.13,22
52809,,1.0000,143.54,8.57,86.95,,2452809.4,0.004,2452809.40,42
52808,,1.0000,141.43,20.06,96.21,,2452808.9,0.004,2452808.89,12
52809,,1.0000,141.94,10.56,89.00,,2452809.5,0.007,2452809.45,8
52810,,1.0000,139.29,340.42,64.34,,2452810.5,0.007,2452810.46,39
52810,,1.0000,143.20,13.06,91.42,,2452810.7,0.007,2452810.66,8
52811,,1.0000,145.25,344.94,65.47,,2452811.4,0.005,2452811.40,9
52813,,1.0000,147.58,345.29,64.96,,2452813.2,0.005,2452813.20,12
52814,,1.0000,146.97,358.61,76.12,,2452814.0,0.005,2452814.01,8
52814,,1.0000,148.86,341.76,61.51,,2452814.1,0.006,2452814.11,9
52814,,1.0000,145.69,341.37,60.98,,2452814.3,0.005,2452814.27,17
52814,,1.0000,143.12,8.42,87.16,,2452814.4,0.005,2452814.38,14
52826,,1.0000,144.79,7.21,85.86,,2452826.6,0.005,2452826.63,11
52834,,1.0000,146.13,8.40,86.25,,2452834.1,0.005,2452834.14,7
53116,-4930,1.0014,117.98,347.64,81.67,0.00,2453116.5,6.847,2453081.71,550
52839,,1.0000,134.30,330.26,58.31,,2452839.7,0.005,2452839.71,15
52842,,1.0000,139.42,339.90,64.35,,2452842.1,0.007,2452842.12,39
52845,,1.0000,144.55,9.49,87.25,,2452845.7,0.005,2452845.68,25
52846,,1.0000,144.99,358.30,75.97,,2452847.0,0.005,2452846.97,9
52851,,1.0000,145.34,356.06,73.97,,2452851.2,0.005,2452851.20,11
52855,,1.0000,145.12,355.98,73.86,,2452855.1,0.005,2452855.08,12
52855,,1.0000,139.66,13.52,90.58,,2452855.9,0.005,2452855.86,9
52857,,1.0000,144.43,8.87,87.34,,2452857.9,0.005,2452857.91,13
52872,,1.0000,29.33,43.43,52.38,,2452872.5,0.032,2452872.47,9
52876,,1.0000,144.57,9.12,87.31,,2452876.6,0.005,2452876.59,57
52876,,1.0000,144.84,7.95,85.40,,2452876.3,0.005,2452876.30,25
52877,,1.0000,144.43,9.27,86.73,,2452877.3,0.005,2452877.28,15
52879,,1.0000,144.70,8.63,86.64,,2452879.3,0.005,2452879.26,53
52878,,1.0000,25.43,56.30,33.17,,2452878.0,0.037,2452878.01,9
52881,,1.0000,144.06,11.23,90.40,,2452881.9,0.006,2452881.90,47
52881,,1.0000,144.94,8.04,86.07,,2452881.5,0.005,2452881.54,11
52883,,1.0000,144.26,3.13,81.97,,2452883.1,0.005,2452883.07,26
52877,,1.0000,144.48,11.64,91.77,,2452877.2,0.005,2452877.17,11
52863,8.025,0.4718,11.40,264.58,37.23,12.56,2452863.5,4.239,2452573.72,98
52926,19.7,0.8933,149.20,356.69,302.69,1.20,2452926.5,2.102,2452820.12,170
52888,,1.0000,141.91,18.95,91.87,,2452888.4,0.005,2452888.43,7
52892,,1.0000,144.75,8.79,86.26,,2452892.1,0.005,2452892.12,24
52889,,1.0000,92.36,173.06,105.04,,2452889.5,0.032,2452889.46,11
52933,-4503,1.0018,151.50,226.39,154.57,0.00,2452933.5,8.130,2452740.04,122
